record_id,target,lira_score
HA-00062,Non-private (overfit),-0.36171878651705414
HA-00063,Non-private (overfit),0.03543501281134542
HA-00064,Non-private (overfit),-0.06591400301449601
HA-00065,Non-private (overfit),-0.8159358356863906
HA-00066,Non-private (overfit),-0.6726785571162412
HA-00068,Non-private (overfit),-0.7894661575492288
HA-00069,Non-private (overfit),-0.44757455325214823
HA-00070,Non-private (overfit),0.18976981081571065
HA-00071,Non-private (overfit),0.21505891322666038
HA-00072,Non-private (overfit),-0.01633891530723286
HA-00073,Non-private (overfit),-0.45921520040959285
HA-00074,Non-private (overfit),-0.8843620465795978
HA-00075,Non-private (overfit),0.7704827254460568
HA-00076,Non-private (overfit),0.44650876887102964
HA-00078,Non-private (overfit),-0.0031851863751068965
HA-00079,Non-private (overfit),0.14518929003800873
HA-00080,Non-private (overfit),0.11189288823065335
HA-00081,Non-private (overfit),-0.032383390395370526
HA-00082,Non-private (overfit),0.47776089090435425
HA-00084,Non-private (overfit),-0.08932962412695256
HA-00085,Non-private (overfit),0.11908722616935519
HA-00086,Non-private (overfit),-0.43416545629804304
HA-00087,Non-private (overfit),-0.441064104312316
HA-00088,Non-private (overfit),-0.04114489858383441
HA-00089,Non-private (overfit),-0.07039874667239476
HA-00090,Non-private (overfit),-0.2105043627088352
HA-00091,Non-private (overfit),1.027908892907821
HA-00093,Non-private (overfit),-0.021417087703040183
HA-00094,Non-private (overfit),0.3069861112387555
HA-00095,Non-private (overfit),-1.2771094002993584
HA-00096,Non-private (overfit),0.2990471278740756
HA-00097,Non-private (overfit),0.08852774087481574
HA-00098,Non-private (overfit),-0.6841816666092984
HA-00099,Non-private (overfit),0.7201346166548925
HA-00100,Non-private (overfit),0.4789500959279076
HA-00102,Non-private (overfit),-0.6823719284824568
HA-00103,Non-private (overfit),0.21480881298888677
HA-00104,Non-private (overfit),0.6477773455912206
HA-00105,Non-private (overfit),-0.3093555579383449
HA-00106,Non-private (overfit),-0.3833631133039075
HA-00107,Non-private (overfit),0.3619458711422143
HA-00108,Non-private (overfit),0.701715572219217
HA-00109,Non-private (overfit),-0.09795428947596763
HA-00110,Non-private (overfit),5.7383365254248755
HA-00111,Non-private (overfit),0.7859721232121597
HA-00112,Non-private (overfit),0.44000959902393455
HA-00114,Non-private (overfit),0.21699163759898243
HA-00115,Non-private (overfit),-0.12182141541530123
HA-00116,Non-private (overfit),-0.06358656704641863
HA-00117,Non-private (overfit),0.5088306446444176
HA-00118,Non-private (overfit),-0.039448996655492286
HA-00119,Non-private (overfit),0.18755561933957665
HA-00120,Non-private (overfit),-0.6005713138557469
HA-00122,Non-private (overfit),-0.30921149471009146
HA-00123,Non-private (overfit),0.2710878269591648
HA-00125,Non-private (overfit),0.5773900402763505
HA-00126,Non-private (overfit),-1.5141200998574726
HA-00127,Non-private (overfit),-1.1156995993339356
HA-00128,Non-private (overfit),-0.7143573877874336
HA-00129,Non-private (overfit),-0.5269499560658222
HA-00130,Non-private (overfit),-0.16746849950488873
HA-00131,Non-private (overfit),-0.5498616014978792
HA-00132,Non-private (overfit),0.2550701415475074
HA-00133,Non-private (overfit),-0.9964283911202783
HA-00135,Non-private (overfit),-0.21335579731465293
HA-00137,Non-private (overfit),-0.41514070789985325
HA-00138,Non-private (overfit),-0.04961636973237571
HA-00139,Non-private (overfit),-0.4540578416530383
HA-00140,Non-private (overfit),2.448796850959287
HA-00141,Non-private (overfit),1.2734574526952214
HA-00142,Non-private (overfit),0.48462015351323084
HA-00143,Non-private (overfit),-0.21507722943348195
HA-00144,Non-private (overfit),0.9294024644109364
HA-00145,Non-private (overfit),-0.0202512339804386
HA-00146,Non-private (overfit),0.15493847694688823
HA-00147,Non-private (overfit),-0.8704955287189051
HA-00148,Non-private (overfit),1.0479130000790713
HA-00150,Non-private (overfit),-0.2553268355686895
HA-00151,Non-private (overfit),0.006454198502415354
HA-00152,Non-private (overfit),0.5689051364930275
HA-00153,Non-private (overfit),-0.4300603961750855
HA-00154,Non-private (overfit),-0.1760710900190976
HA-00155,Non-private (overfit),-0.2266927769981063
HA-00156,Non-private (overfit),0.125176565606268
HA-00157,Non-private (overfit),-0.05472072000763517
HA-00158,Non-private (overfit),-0.1634817918515108
HA-00159,Non-private (overfit),-0.03642027879502652
HA-00160,Non-private (overfit),-0.22090398074870965
HA-00161,Non-private (overfit),0.4273667403443351
HA-00162,Non-private (overfit),0.05303889052968369
HA-00163,Non-private (overfit),0.22970307696117986
HA-00164,Non-private (overfit),0.42185310359563455
HA-00165,Non-private (overfit),-0.28156024089579723
HA-00166,Non-private (overfit),0.820164924956055
HA-00167,Non-private (overfit),0.05626657476421415
HA-00168,Non-private (overfit),-0.041666111583367194
HA-00169,Non-private (overfit),0.45547078735348956
HA-00170,Non-private (overfit),0.6810567943614707
HA-00171,Non-private (overfit),0.18162924883145304
HA-00172,Non-private (overfit),0.09286450461447038
HA-00173,Non-private (overfit),0.596392530887726
HA-00174,Non-private (overfit),-0.23249465879918163
HA-00175,Non-private (overfit),-0.4004400489140234
HA-00176,Non-private (overfit),-0.7782088660218771
HA-00177,Non-private (overfit),0.9874630124987753
HA-00178,Non-private (overfit),-1.486406749358098
HA-00179,Non-private (overfit),0.6605546608093362
HA-00180,Non-private (overfit),-0.014880130807276792
HA-00181,Non-private (overfit),-0.11028826474316888
HA-00182,Non-private (overfit),0.36181591085781917
HA-00183,Non-private (overfit),-0.010676994385440786
HA-00186,Non-private (overfit),0.36889205880990283
HA-00187,Non-private (overfit),-0.30335916508039074
HA-00188,Non-private (overfit),0.013728224356123198
HA-00189,Non-private (overfit),-0.26956203387664646
HA-00190,Non-private (overfit),1.3601809394201194
HA-00191,Non-private (overfit),0.4916946744518924
HA-00192,Non-private (overfit),-0.28485718395256887
HA-00193,Non-private (overfit),-0.2751272144266744
HA-00194,Non-private (overfit),-0.2507154809887875
HA-00195,Non-private (overfit),0.7466455185978829
HA-00196,Non-private (overfit),0.25472139576477026
HA-00197,Non-private (overfit),-0.4235503627582584
HA-00198,Non-private (overfit),0.29583840532259553
HA-00199,Non-private (overfit),-0.3822095482554359
HA-00200,Non-private (overfit),0.11055537916029201
HA-00201,Non-private (overfit),0.24406967411492486
HA-00202,Non-private (overfit),0.5746201160846808
HA-00203,Non-private (overfit),-2.5642913034649992
HA-00204,Non-private (overfit),0.47888844536879827
HA-00206,Non-private (overfit),-0.27300820527386005
HA-00207,Non-private (overfit),-0.7228813158752248
HA-00208,Non-private (overfit),0.36969346821288185
HA-00210,Non-private (overfit),0.16360206754177165
HA-00212,Non-private (overfit),0.014769169562011353
HA-00213,Non-private (overfit),0.7221363013660012
HA-00214,Non-private (overfit),-0.4035094677554638
HA-00215,Non-private (overfit),0.11915824107360096
HA-00216,Non-private (overfit),0.9504009475911555
HA-00217,Non-private (overfit),0.05435724970920708
HA-00219,Non-private (overfit),0.4295836141130961
HA-00220,Non-private (overfit),-0.1526713427814128
HA-00221,Non-private (overfit),0.05765136983412722
HA-00222,Non-private (overfit),0.1278072843533098
HA-00223,Non-private (overfit),-0.16132135731787312
HA-00224,Non-private (overfit),-0.43880212959461906
HA-00226,Non-private (overfit),-0.30571802984523644
HA-00227,Non-private (overfit),-0.3524950105581852
HA-00228,Non-private (overfit),-0.16886299137854155
HA-00229,Non-private (overfit),0.18657887893885916
HA-00230,Non-private (overfit),-0.4045797333696981
HA-00232,Non-private (overfit),0.4616411018429306
HA-00233,Non-private (overfit),-0.125110489774658
HA-00234,Non-private (overfit),0.3018489474363373
HA-00235,Non-private (overfit),-0.2523074054027713
HA-00236,Non-private (overfit),0.4185135219870091
HA-00238,Non-private (overfit),0.057761662586211404
HA-00240,Non-private (overfit),-0.3240050031753374
HA-00241,Non-private (overfit),-0.029005121617319052
HA-00242,Non-private (overfit),-0.20455938914764804
HA-00244,Non-private (overfit),-0.45201908233081856
HA-00245,Non-private (overfit),-0.6479526290253785
HA-00246,Non-private (overfit),0.5509500158362994
HA-00247,Non-private (overfit),-0.29045061949502804
HA-00248,Non-private (overfit),1.474545588936881
HA-00249,Non-private (overfit),0.14236164960530617
HA-00250,Non-private (overfit),-0.1335321818042141
HA-00251,Non-private (overfit),0.020465079324140323
HA-00252,Non-private (overfit),0.7746202278738781
HA-00253,Non-private (overfit),-0.6009025990298936
HA-00255,Non-private (overfit),-0.10570042281028291
HA-00256,Non-private (overfit),0.21254925957953663
HA-00257,Non-private (overfit),0.022435407997625
HA-00258,Non-private (overfit),0.9958191530910279
HA-00260,Non-private (overfit),-0.48120338129982
HA-00261,Non-private (overfit),-0.3667168815896429
HA-00262,Non-private (overfit),0.07866087033111246
HA-00263,Non-private (overfit),0.6780922290351565
HA-00264,Non-private (overfit),0.3164648095094986
HA-00265,Non-private (overfit),0.0805287667480481
HA-00266,Non-private (overfit),0.29456730829190314
HA-00267,Non-private (overfit),0.028873428491820508
HA-00268,Non-private (overfit),0.1032055065854911
HA-00269,Non-private (overfit),0.37634606698817197
HA-00270,Non-private (overfit),-0.6093585465927487
HA-00271,Non-private (overfit),0.059173012633428224
HA-00272,Non-private (overfit),-0.03539193174081712
HA-00273,Non-private (overfit),-0.5256750761532323
HA-00275,Non-private (overfit),-0.008884307733486252
HA-00277,Non-private (overfit),-0.29951884394759265
HA-00278,Non-private (overfit),-0.5106815537242071
HA-00279,Non-private (overfit),-0.361566974920875
HA-00280,Non-private (overfit),-0.20064556254553323
HA-00281,Non-private (overfit),0.11505420131689226
HA-00282,Non-private (overfit),-0.002526688439873581
HA-00283,Non-private (overfit),0.29265554342615396
HA-00284,Non-private (overfit),-8.073587769472356
HA-00285,Non-private (overfit),-0.26558276267846614
HA-00286,Non-private (overfit),0.2526389089515211
HA-00287,Non-private (overfit),-0.3234476358496734
HA-00288,Non-private (overfit),-0.23286621481249248
HA-00289,Non-private (overfit),-4.233887497894616
HA-00290,Non-private (overfit),-0.2908560380160672
HA-00291,Non-private (overfit),-0.28780326898011077
HA-00293,Non-private (overfit),0.6299390182770093
HA-00294,Non-private (overfit),-0.24928785942496612
HA-00295,Non-private (overfit),0.17550792639813428
HA-00296,Non-private (overfit),-0.05108898184943156
HA-00298,Non-private (overfit),0.2089605970738191
HA-00299,Non-private (overfit),-0.3820646644121575
HA-00300,Non-private (overfit),0.06080671422279238
HA-00301,Non-private (overfit),1.4459885166708477
HA-00302,Non-private (overfit),0.25670024990643037
HA-00303,Non-private (overfit),0.7716804233452672
HA-00304,Non-private (overfit),-0.3412179023922999
HA-00305,Non-private (overfit),-0.1553304426667701
HA-00306,Non-private (overfit),0.13508744945630513
HA-00307,Non-private (overfit),0.14350553208876704
HA-00308,Non-private (overfit),0.3137546593847289
HA-00309,Non-private (overfit),-0.20912818501582042
HA-00310,Non-private (overfit),-1.1745161492625822
HA-00311,Non-private (overfit),0.2647738426677346
HA-00312,Non-private (overfit),-0.9121283250654963
HA-00313,Non-private (overfit),-0.007707522817445911
HA-00314,Non-private (overfit),0.5295996344480791
HA-00315,Non-private (overfit),-0.17548870660116012
HA-00316,Non-private (overfit),0.09052316069160038
HA-00317,Non-private (overfit),-0.0725215622410984
HA-00318,Non-private (overfit),0.6393709090654981
HA-00319,Non-private (overfit),0.018717701418367927
HA-00321,Non-private (overfit),0.184367518560697
HA-00322,Non-private (overfit),0.5109379221630181
HA-00323,Non-private (overfit),-0.3703421908534583
HA-00324,Non-private (overfit),-0.4110825342338523
HA-00325,Non-private (overfit),0.2976954920127688
HA-00326,Non-private (overfit),0.6347259014204361
HA-00327,Non-private (overfit),0.16515165601175474
HA-00329,Non-private (overfit),-0.009601033701863049
HA-00330,Non-private (overfit),0.03200226322885302
HA-00331,Non-private (overfit),-2.49192640251428
HA-00332,Non-private (overfit),-0.39036733930046674
HA-00334,Non-private (overfit),0.006393231776908204
HA-00335,Non-private (overfit),0.7003913382036405
HA-00336,Non-private (overfit),0.4173845541881587
HA-00337,Non-private (overfit),-0.520678608089113
HA-00338,Non-private (overfit),0.08091914083935525
HA-00339,Non-private (overfit),0.28340882381446575
HA-00340,Non-private (overfit),0.5879069611804126
HA-00341,Non-private (overfit),0.05376451191120979
HA-00342,Non-private (overfit),0.03927179949210702
HA-00343,Non-private (overfit),-0.5423000942796194
HA-00344,Non-private (overfit),-0.37607593470152334
HA-00346,Non-private (overfit),0.24779859155475892
HA-00347,Non-private (overfit),-0.23321154548037626
HA-00348,Non-private (overfit),-0.20768347923751662
HA-00349,Non-private (overfit),0.6648768350866712
HA-00350,Non-private (overfit),-0.12465513203380651
HA-00352,Non-private (overfit),-0.11285661969210148
HA-00353,Non-private (overfit),-0.38684848623898316
HA-00354,Non-private (overfit),-0.3405335010887798
HA-00355,Non-private (overfit),0.4047855148185422
HA-00356,Non-private (overfit),-0.33166507598759454
HA-00357,Non-private (overfit),-0.4066524236941955
HA-00358,Non-private (overfit),-0.1003806486153418
HA-00359,Non-private (overfit),-1.0795644376769762
HA-00360,Non-private (overfit),0.0024277941290160587
HA-00361,Non-private (overfit),-0.06739003118899145
HA-00362,Non-private (overfit),0.34167156538546406
HA-00363,Non-private (overfit),-0.059225011112452486
HA-00364,Non-private (overfit),-0.3454678443037442
HA-00365,Non-private (overfit),-0.37037320431381215
HA-00366,Non-private (overfit),0.08605769388217843
HA-00367,Non-private (overfit),0.45991047076783853
HA-00368,Non-private (overfit),-0.61012145803787
HA-00369,Non-private (overfit),-0.02558973309099266
HA-00370,Non-private (overfit),-0.6141228165504853
HA-00371,Non-private (overfit),0.3338742486450742
HA-00372,Non-private (overfit),-0.27183490034212543
HA-00373,Non-private (overfit),0.1797230058250625
HA-00374,Non-private (overfit),0.10063483169863807
HA-00376,Non-private (overfit),-0.01567747399579722
HA-00377,Non-private (overfit),-0.587110574394021
HA-00378,Non-private (overfit),0.07271008242670707
HA-00380,Non-private (overfit),0.04803028561587552
HA-00381,Non-private (overfit),-0.44922022021374763
HA-00382,Non-private (overfit),0.581001594544128
HA-00383,Non-private (overfit),-0.28978835778166356
HA-00384,Non-private (overfit),-0.33053023886402366
HA-00385,Non-private (overfit),-0.3318955953172906
HA-00386,Non-private (overfit),-0.32265231375649694
HA-00387,Non-private (overfit),-4.45632260210876
HA-00388,Non-private (overfit),-0.3851896599282507
HA-00389,Non-private (overfit),0.435788626827294
HA-00390,Non-private (overfit),0.500575003485292
HA-00391,Non-private (overfit),0.34977002424920456
HA-00392,Non-private (overfit),0.07282314910012855
HA-00393,Non-private (overfit),0.10190216990526668
HA-00395,Non-private (overfit),0.029353271692941885
HA-00396,Non-private (overfit),-0.21613083333460859
HA-00397,Non-private (overfit),0.6785091368266332
HA-00399,Non-private (overfit),-0.4299261565692747
HA-00400,Non-private (overfit),0.4150201331413086
HA-00401,Non-private (overfit),1.1225076142688792
HA-00402,Non-private (overfit),0.3174705212434339
HA-00403,Non-private (overfit),0.13858934761076047
HA-00404,Non-private (overfit),0.17720361904503856
HA-00405,Non-private (overfit),0.329692179860241
HA-00406,Non-private (overfit),-0.05171172486544673
HA-00408,Non-private (overfit),-0.3694163748880095
HA-00409,Non-private (overfit),0.2506112871003394
HA-00410,Non-private (overfit),1.4384357850691631
HA-00411,Non-private (overfit),-0.11026430456201952
HA-00412,Non-private (overfit),1.1728928948490793
HA-00413,Non-private (overfit),0.5893639978862054
HA-00414,Non-private (overfit),0.4822714222786082
HA-00415,Non-private (overfit),-0.522096525457867
HA-00416,Non-private (overfit),0.2255768419014006
HA-00417,Non-private (overfit),0.14617034039037025
HA-00418,Non-private (overfit),-0.25242030733460563
HA-00419,Non-private (overfit),-0.5329087680219378
HA-00420,Non-private (overfit),0.6201121640102756
HA-00421,Non-private (overfit),0.3155837768933405
HA-00422,Non-private (overfit),-0.9578394264598389
HA-00423,Non-private (overfit),-0.21608988253792094
HA-00424,Non-private (overfit),-0.048451763382991064
HA-00426,Non-private (overfit),0.06043386096927539
HA-00427,Non-private (overfit),0.3492942797722839
HA-00428,Non-private (overfit),1.2621574011274275
HA-00429,Non-private (overfit),-0.06576104019723372
HA-00431,Non-private (overfit),-0.2365366562172615
HA-00433,Non-private (overfit),-0.7446124761169883
HA-00434,Non-private (overfit),-0.019440576369408102
HA-00435,Non-private (overfit),-0.5099723753323983
HA-00436,Non-private (overfit),-0.15827019345837245
HA-00437,Non-private (overfit),0.415423810790027
HA-00439,Non-private (overfit),-0.21758522546165082
HA-00440,Non-private (overfit),-0.0027136202115982666
HA-00441,Non-private (overfit),-0.12464627612294943
HA-00443,Non-private (overfit),-0.20512550079643943
HA-00444,Non-private (overfit),-0.2646992745327177
HA-00445,Non-private (overfit),-0.1506146348341857
HA-00446,Non-private (overfit),-0.0098510602700832
HA-00447,Non-private (overfit),-0.4593760796032711
HA-00451,Non-private (overfit),-0.06693700519571766
HA-00452,Non-private (overfit),0.35937140301101445
HA-00453,Non-private (overfit),-0.4879181297925548
HA-00454,Non-private (overfit),0.12798133452387583
HA-00455,Non-private (overfit),0.09534207871446942
HA-00456,Non-private (overfit),-0.09523028567696068
HA-00457,Non-private (overfit),0.5017382907857084
HA-00458,Non-private (overfit),-0.180230396286714
HA-00459,Non-private (overfit),0.0022527981640256822
HA-00460,Non-private (overfit),0.10438744953518886
HA-00461,Non-private (overfit),0.6450017989450101
HA-00462,Non-private (overfit),-0.43643999258937316
HA-00463,Non-private (overfit),-0.06455414892582878
HA-00464,Non-private (overfit),-0.15630198558806563
HA-00466,Non-private (overfit),0.0262414912517539
HA-00467,Non-private (overfit),1.0452692846199316
HA-00468,Non-private (overfit),0.6003670628737479
HA-00469,Non-private (overfit),0.9453828447787256
HA-00470,Non-private (overfit),-0.26370827649498296
HA-00471,Non-private (overfit),0.05643090663634709
HA-00472,Non-private (overfit),0.27232342308731894
HA-00473,Non-private (overfit),0.12608689654824135
HA-00474,Non-private (overfit),0.13325698206855652
HA-00475,Non-private (overfit),-0.0323794842276206
HA-00476,Non-private (overfit),0.1460193118714701
HA-00477,Non-private (overfit),-0.020929110690605768
HA-00478,Non-private (overfit),0.4480950584765482
HA-00479,Non-private (overfit),0.22998124716320267
HA-00480,Non-private (overfit),-0.13069287977407917
HA-00481,Non-private (overfit),-0.0975748691247662
HA-00482,Non-private (overfit),0.29881937045522844
HA-00483,Non-private (overfit),0.16971844400582758
HA-00484,Non-private (overfit),-0.8495553074373392
HA-00485,Non-private (overfit),0.15664719896545476
HA-00486,Non-private (overfit),0.12038037721171335
HA-00487,Non-private (overfit),0.25973770622946235
HA-00488,Non-private (overfit),0.8007338581933563
HA-00489,Non-private (overfit),-0.5471363844193973
HA-00490,Non-private (overfit),-0.6259249130029789
HA-00491,Non-private (overfit),0.17854861311024295
HA-00492,Non-private (overfit),0.44174649733828675
HA-00493,Non-private (overfit),0.13324186433032081
HA-00494,Non-private (overfit),-0.2680534030711059
HA-00495,Non-private (overfit),-0.37979389850115564
HA-00496,Non-private (overfit),0.031888870056779206
HA-00497,Non-private (overfit),0.28619643481388035
HA-00498,Non-private (overfit),0.19913055975313065
HA-00499,Non-private (overfit),0.06312544157488542
HA-00500,Non-private (overfit),-0.45415432127848776
HA-00501,Non-private (overfit),-0.1435810817327252
HA-00502,Non-private (overfit),0.6379215872354276
HA-00503,Non-private (overfit),0.12885618807795463
HA-00504,Non-private (overfit),0.006363954455639753
HA-00505,Non-private (overfit),0.21059501589822904
HA-00506,Non-private (overfit),0.22216289155890068
HA-00507,Non-private (overfit),-0.42800565936957424
HA-00508,Non-private (overfit),-0.18703732331196976
HA-00510,Non-private (overfit),1.4779923750138573
HA-00511,Non-private (overfit),0.07350426143597844
HA-00512,Non-private (overfit),-0.397373315706403
HA-00513,Non-private (overfit),0.7813284411554329
HA-00514,Non-private (overfit),0.8341880094830885
HA-00515,Non-private (overfit),-0.14225722342535574
HA-00516,Non-private (overfit),-0.3208810944359184
HA-00517,Non-private (overfit),-0.6708389142609554
HA-00518,Non-private (overfit),-0.09349131528175336
HA-00519,Non-private (overfit),0.8525784100427312
HA-00521,Non-private (overfit),-0.12976658172633337
HA-00522,Non-private (overfit),-0.24144202455888175
HA-00523,Non-private (overfit),-0.02559987457016566
HA-00524,Non-private (overfit),-0.15675206537349284
HA-00526,Non-private (overfit),-0.6396861022347924
HA-00527,Non-private (overfit),-0.20931359536853922
HA-00528,Non-private (overfit),-1.8991238566315365
HA-00529,Non-private (overfit),-0.3316364441427142
HA-00530,Non-private (overfit),-0.7444091528219936
HA-00531,Non-private (overfit),-0.19781467548101528
HA-00532,Non-private (overfit),0.22526534368279805
HA-00533,Non-private (overfit),-0.30169948127443114
HA-00535,Non-private (overfit),-0.13409207607047713
HA-00536,Non-private (overfit),0.3399434320812357
HA-00537,Non-private (overfit),0.34723436267822616
HA-00538,Non-private (overfit),-0.13451833429081317
HA-00540,Non-private (overfit),-0.6228499152009568
HA-00541,Non-private (overfit),0.3262355423202259
HA-00542,Non-private (overfit),-0.014401825586469741
HA-00543,Non-private (overfit),0.10912830131389573
HA-00545,Non-private (overfit),0.470737457709002
HA-00546,Non-private (overfit),0.0681136307155853
HA-00547,Non-private (overfit),0.04921828712482568
HA-00548,Non-private (overfit),-0.21848603935520416
HA-00549,Non-private (overfit),-0.5694856346370472
HA-00550,Non-private (overfit),0.024662368841185944
HA-00551,Non-private (overfit),-0.4935752432967857
HA-00552,Non-private (overfit),0.1555191682127819
HA-00555,Non-private (overfit),-0.07824776378698806
HA-00556,Non-private (overfit),0.18457288227003543
HA-00558,Non-private (overfit),-0.1665089247925482
HA-00559,Non-private (overfit),-0.08519608636956422
HA-00560,Non-private (overfit),-0.2589387825180083
HA-00561,Non-private (overfit),0.20530239696842667
HA-00562,Non-private (overfit),-0.07436465900573891
HA-00563,Non-private (overfit),0.6792016007466408
HA-00564,Non-private (overfit),-0.16784231769543556
HA-00565,Non-private (overfit),-0.488797501276065
HA-00566,Non-private (overfit),-0.40241547223145613
HA-00567,Non-private (overfit),-0.3447319120041119
HA-00569,Non-private (overfit),-0.31669396324534693
HA-00570,Non-private (overfit),-0.5845035846985849
HA-00571,Non-private (overfit),-0.32128704732069924
HA-00572,Non-private (overfit),0.03905526296032491
HA-00573,Non-private (overfit),0.2403144814011311
HA-00574,Non-private (overfit),-0.05840150321959492
HA-00575,Non-private (overfit),-0.5934674482898916
HA-00576,Non-private (overfit),-0.566731093938192
HA-00577,Non-private (overfit),0.2188726402016179
HA-00578,Non-private (overfit),-0.7333138224057711
HA-00579,Non-private (overfit),-0.9582795942130777
HA-00580,Non-private (overfit),0.4651723549255973
HA-00581,Non-private (overfit),-0.4015958923139489
HA-00582,Non-private (overfit),0.18425775847691672
HA-00583,Non-private (overfit),-0.031578596946452264
HA-00584,Non-private (overfit),-0.5709469601547068
HA-00585,Non-private (overfit),-0.2621006847693108
HA-00586,Non-private (overfit),-0.06913939810037029
HA-00587,Non-private (overfit),1.956364333156796
HA-00588,Non-private (overfit),-0.2582891061448901
HA-00589,Non-private (overfit),0.076628304232774
HA-00590,Non-private (overfit),-0.6041180447754371
HA-00591,Non-private (overfit),0.24394285579401576
HA-00592,Non-private (overfit),0.1648115965716248
HA-00593,Non-private (overfit),-0.027954374445827268
HA-00594,Non-private (overfit),-0.2547232592268607
HA-00595,Non-private (overfit),-0.14261162714213726
HA-00597,Non-private (overfit),-0.23704634973988226
HA-00598,Non-private (overfit),-0.11330904537285225
HA-00599,Non-private (overfit),0.30643231731290266
HA-00600,Non-private (overfit),0.1700395379348567
HA-00601,Non-private (overfit),0.3407984306850933
HA-00602,Non-private (overfit),-0.44324706475294007
HA-00604,Non-private (overfit),-0.14848701576807222
HA-00605,Non-private (overfit),0.22523303866105837
HA-00606,Non-private (overfit),0.31791022392504176
HA-00607,Non-private (overfit),0.09030598882306573
HA-00609,Non-private (overfit),-0.37843587944678325
HA-00611,Non-private (overfit),-0.4347823033846381
HA-00612,Non-private (overfit),-0.23616108979085348
HA-00613,Non-private (overfit),0.006037433149056914
HA-00614,Non-private (overfit),0.23182493551987382
HA-00615,Non-private (overfit),-0.3168573025435466
HA-00616,Non-private (overfit),0.015091355803632744
HA-00617,Non-private (overfit),-0.13400149125062377
HA-00618,Non-private (overfit),0.18260107799045522
HA-00619,Non-private (overfit),0.49394554430071125
HA-00620,Non-private (overfit),-8.629991985222427
HA-00621,Non-private (overfit),0.30271402180362905
HA-00622,Non-private (overfit),-1.50797413846117
HA-00623,Non-private (overfit),0.5552875232321833
HA-00624,Non-private (overfit),-0.5865727323960299
HA-00625,Non-private (overfit),-0.07824348907740186
HA-00626,Non-private (overfit),-0.005824993355207031
HA-00627,Non-private (overfit),0.15554533816978622
HA-00628,Non-private (overfit),-0.2174546621333855
HA-00629,Non-private (overfit),-0.4229914765092333
HA-00630,Non-private (overfit),0.20226768202309753
HA-00631,Non-private (overfit),-0.01743766187852014
HA-00632,Non-private (overfit),1.3380029663850284
HA-00633,Non-private (overfit),0.513148048630012
HA-00634,Non-private (overfit),0.21742048707077322
HA-00635,Non-private (overfit),-0.08634636399195639
HA-00636,Non-private (overfit),0.9982526526229378
HA-00637,Non-private (overfit),0.12809475472101095
HA-00639,Non-private (overfit),-0.3737375992563956
