target,attack,threat_model,auc,auc_lo,auc_hi,balanced_accuracy_optimistic,empirical_epsilon,n_eval,fpr_resolution_floor,tpr_at_fpr_0.001,tpr_at_fpr_0.01,tpr_at_fpr_0.1,tpr_at_fpr_0.01_lo,tpr_at_fpr_0.01_hi,seed,target_test_auc,theoretical_epsilon,bayes_ceiling
DP eps=8,yeom_neg_loss,label_aware,0.509138125,0.49485434027777775,0.5236710347222223,0.5112083333333334,0.0,5400,0.0003333333333333333,0.0016666666666666668,0.012916666666666667,0.10791666666666666,0.006666666666666667,0.020416666666666666,1,0.7768677296608726,7.994634344760099,0.7843875079444897
DP eps=8,modified_entropy,label_aware,0.5091385416666666,0.4951900538194445,0.5243756597222222,0.5112083333333334,0.0,5400,0.0003333333333333333,0.0016666666666666668,0.012916666666666667,0.10791666666666666,0.006656250000000001,0.02,1,0.7768677296608726,7.994634344760099,0.7843875079444897
DP eps=8,class_calibrated_loss,label_aware,0.5092989583333334,0.49514678993055555,0.5254780989583333,0.51075,0.0,5400,0.0003333333333333333,0.00125,0.009166666666666667,0.10125,0.004583333333333333,0.019166666666666665,1,0.7768677296608726,7.994634344760099,0.7843875079444897
DP eps=8,learned_ensemble,label_aware,0.4969191666666667,0.4813443958333333,0.5127064756944445,0.5064166666666667,0.0,5400,0.0003333333333333333,0.0004166666666666667,0.009166666666666667,0.09541666666666666,0.0033333333333333335,0.01375,1,0.7768677296608726,7.994634344760099,0.7843875079444897
DP eps=3,confidence,label_agnostic,0.5105868055555556,0.4953060381944444,0.5249266458333333,0.510875,0.0,5400,0.0003333333333333333,0.0016666666666666668,0.0125,0.10625,0.006666666666666667,0.02,1,0.7747773486489021,2.991546364891058,0.7843875079444897
DP eps=3,neg_entropy,label_agnostic,0.5105868055555556,0.49454415625,0.52528421875,0.510875,0.0,5400,0.0003333333333333333,0.0016666666666666668,0.0125,0.10625,0.007083333333333333,0.019177083333333324,1,0.7747773486489021,2.991546364891058,0.7843875079444897
DP eps=3,yeom_neg_loss,label_aware,0.5087484027777778,0.4928207569444445,0.522116717013889,0.5116666666666667,0.0,5400,0.0003333333333333333,0.0016666666666666668,0.0125,0.11291666666666667,0.006666666666666667,0.019166666666666665,1,0.7747773486489021,2.991546364891058,0.7843875079444897
DP eps=3,modified_entropy,label_aware,0.508748611111111,0.49473712499999994,0.5224302534722223,0.5116666666666667,0.0,5400,0.0003333333333333333,0.0016666666666666668,0.0125,0.11291666666666667,0.006666666666666667,0.018770833333333313,1,0.7747773486489021,2.991546364891058,0.7843875079444897
DP eps=3,class_calibrated_loss,label_aware,0.5081229861111112,0.4936643420138889,0.5226470225694445,0.5113333333333334,0.0,5400,0.0003333333333333333,0.0016666666666666668,0.008333333333333333,0.10166666666666667,0.004166666666666667,0.016677083333333325,1,0.7747773486489021,2.991546364891058,0.7843875079444897
DP eps=3,learned_ensemble,label_aware,0.5155941666666667,0.49941399479166665,0.5302328524305556,0.5209583333333334,0.01863792974963133,5400,0.0003333333333333333,0.0016666666666666668,0.00625,0.10333333333333333,0.0033333333333333335,0.00959374999999999,1,0.7747773486489021,2.991546364891058,0.7843875079444897
DP eps=1,confidence,label_agnostic,0.5105377777777778,0.49511504861111116,0.5248364131944444,0.5107083333333333,0.0,5400,0.0003333333333333333,0.0016666666666666668,0.014166666666666666,0.10666666666666667,0.008739583333333335,0.019583333333333335,1,0.7704178184691632,0.9943153107007144,0.7843875079444897
DP eps=1,neg_entropy,label_agnostic,0.5105377777777778,0.494489125,0.5268931597222222,0.5107083333333333,0.0,5400,0.0003333333333333333,0.0016666666666666668,0.014166666666666666,0.10666666666666667,0.008333333333333333,0.02,1,0.7704178184691632,0.9943153107007144,0.7843875079444897
DP eps=1,yeom_neg_loss,label_aware,0.5069403472222223,0.4911977482638889,0.5219280538194444,0.5095416666666667,0.0,5400,0.0003333333333333333,0.0016666666666666668,0.014166666666666666,0.11083333333333334,0.008333333333333333,0.02,1,0.7704178184691632,0.9943153107007144,0.7843875079444897
DP eps=1,modified_entropy,label_aware,0.5069401388888888,0.49334712847222223,0.5231289479166666,0.5095416666666667,0.0,5400,0.0003333333333333333,0.0016666666666666668,0.014166666666666666,0.11083333333333334,0.008322916666666668,0.020416666666666666,1,0.7704178184691632,0.9943153107007144,0.7843875079444897
DP eps=1,class_calibrated_loss,label_aware,0.5080022916666667,0.49163183506944447,0.5260378958333333,0.5102083333333334,0.0,5400,0.0003333333333333333,0.0,0.009166666666666667,0.10208333333333333,0.005,0.014166666666666666,1,0.7704178184691632,0.9943153107007144,0.7843875079444897
DP eps=1,learned_ensemble,label_aware,0.4963067361111111,0.48026413368055554,0.5115160295138889,0.5019166666666667,0.0,5400,0.0003333333333333333,0.002916666666666667,0.010833333333333334,0.095,0.007083333333333333,0.01626041666666666,1,0.7704178184691632,0.9943153107007144,0.7843875079444897
DP eps=0.5,confidence,label_agnostic,0.509633125,0.4946653819444444,0.5251531701388888,0.5125,0.0,5400,0.0003333333333333333,0.0008333333333333334,0.015833333333333335,0.10666666666666667,0.008322916666666668,0.022916666666666665,1,0.7561350105369021,0.4985418933224649,0.7843875079444897
DP eps=0.5,neg_entropy,label_agnostic,0.509633125,0.4940622708333334,0.5237915868055555,0.5125,0.0,5400,0.0003333333333333333,0.0008333333333333334,0.015833333333333335,0.10666666666666667,0.008333333333333333,0.021666666666666667,1,0.7561350105369021,0.4985418933224649,0.7843875079444897
DP eps=0.5,yeom_neg_loss,label_aware,0.5055254166666667,0.4904305850694444,0.5204914409722222,0.5083333333333333,0.0,5400,0.0003333333333333333,0.0008333333333333334,0.01625,0.11208333333333333,0.00875,0.022093749999999992,1,0.7561350105369021,0.4985418933224649,0.7843875079444897
DP eps=0.5,modified_entropy,label_aware,0.5055251388888888,0.49200886111111114,0.5235348090277778,0.5083333333333333,0.0,5400,0.0003333333333333333,0.0008333333333333334,0.01625,0.11208333333333333,0.007906250000000002,0.022083333333333333,1,0.7561350105369021,0.4985418933224649,0.7843875079444897
DP eps=0.5,class_calibrated_loss,label_aware,0.5068927777777777,0.4913250277777778,0.5195836684027778,0.510875,0.0,5400,0.0003333333333333333,0.0,0.007083333333333333,0.10083333333333333,0.004166666666666667,0.01375,1,0.7561350105369021,0.4985418933224649,0.7843875079444897
DP eps=0.5,learned_ensemble,label_aware,0.5114759027777778,0.4976920503472222,0.5272503472222223,0.5158750000000001,0.0,5400,0.0003333333333333333,0.0,0.005833333333333334,0.08875,0.002916666666666667,0.01125,1,0.7561350105369021,0.4985418933224649,0.7843875079444897
