record_id,split
HA-00171,test
HA-00172,fit
HA-00173,test
HA-00174,fit
HA-00175,test
HA-00176,test
HA-00177,test
HA-00178,test
HA-00179,fit
HA-00180,fit
HA-00181,test
HA-00182,val
HA-00183,val
HA-00184,fit
HA-00185,fit
HA-00186,fit
HA-00187,fit
HA-00188,val
HA-00189,test
HA-00190,fit
HA-00191,test
HA-00192,test
HA-00193,fit
HA-00194,fit
HA-00195,test
HA-00196,test
HA-00197,val
HA-00198,test
HA-00199,fit
HA-00200,val
HA-00201,test
HA-00202,test
HA-00203,fit
HA-00204,fit
HA-00205,test
HA-00206,test
HA-00207,test
HA-00208,val
HA-00209,val
HA-00210,fit
HA-00211,test
HA-00212,test
HA-00213,val
HA-00214,val
HA-00215,test
HA-00216,val
HA-00217,fit
HA-00218,test
HA-00219,fit
HA-00220,test
HA-00221,test
HA-00222,fit
HA-00223,fit
HA-00224,val
HA-00225,test
HA-00226,fit
HA-00227,test
HA-00228,val
HA-00229,test
HA-00230,test
HA-00231,val
HA-00232,test
HA-00233,test
HA-00234,val
HA-00235,test
HA-00236,fit
HA-00237,test
HA-00238,val
HA-00239,test
HA-00240,test
HA-00241,test
HA-00242,test
HA-00243,test
HA-00244,test
HA-00245,fit
HA-00246,test
HA-00247,val
HA-00248,val
HA-00249,fit
HA-00250,test
HA-00251,fit
HA-00252,fit
HA-00253,test
HA-00254,test
HA-00255,test
HA-00256,fit
HA-00257,test
HA-00258,fit
HA-00259,fit
HA-00260,test
HA-00261,test
HA-00262,fit
HA-00263,fit
HA-00264,val
HA-00265,fit
HA-00266,test
HA-00267,test
HA-00268,test
HA-00269,test
HA-00270,test
HA-00271,fit
HA-00272,test
HA-00273,fit
HA-00274,test
HA-00275,test
HA-00276,test
HA-00277,fit
HA-00278,fit
HA-00279,test
HA-00280,fit
HA-00281,test
HA-00282,test
HA-00283,test
HA-00284,test
HA-00285,fit
HA-00286,fit
HA-00287,fit
HA-00288,test
HA-00289,test
HA-00290,test
HA-00291,test
HA-00292,fit
HA-00293,fit
HA-00294,fit
HA-00295,test
HA-00296,test
HA-00297,test
HA-00298,test
HA-00299,test
HA-00300,test
HA-00301,val
HA-00302,fit
HA-00303,fit
HA-00304,test
HA-00305,test
HA-00306,test
HA-00307,fit
HA-00308,test
HA-00309,test
HA-00310,test
HA-00311,test
HA-00312,test
HA-00313,test
HA-00314,test
HA-00315,fit
HA-00316,fit
HA-00317,fit
HA-00318,val
HA-00319,test
HA-00320,fit
HA-00321,fit
HA-00322,test
HA-00323,val
HA-00324,fit
HA-00325,fit
HA-00326,test
HA-00327,fit
HA-00328,test
HA-00329,test
HA-00330,test
HA-00331,test
HA-00332,fit
HA-00333,test
HA-00334,test
HA-00335,test
HA-00336,test
HA-00337,fit
HA-00338,test
HA-00339,test
HA-00340,test
HA-00341,fit
HA-00342,test
HA-00343,test
HA-00344,test
HA-00345,fit
HA-00346,fit
HA-00347,fit
HA-00348,test
HA-00349,test
HA-00350,test
HA-00351,test
HA-00352,fit
HA-00353,fit
HA-00354,fit
HA-00355,fit
HA-00356,fit
HA-00357,fit
HA-00358,test
HA-00359,test
HA-00360,fit
HA-00361,fit
HA-00362,fit
HA-00363,fit
HA-00364,fit
HA-00365,val
HA-00366,fit
HA-00367,fit
HA-00368,fit
HA-00369,fit
HA-00370,test
HA-00371,fit
HA-00372,fit
HA-00373,test
HA-00374,val
HA-00375,fit
HA-00376,fit
HA-00377,fit
HA-00378,fit
HA-00379,fit
HA-00380,test
HA-00381,fit
HA-00382,fit
HA-00383,val
HA-00384,test
HA-00385,test
HA-00386,fit
HA-00387,val
HA-00388,fit
HA-00389,test
HA-00390,test
HA-00391,fit
HA-00392,fit
HA-00393,fit
HA-00394,fit
HA-00395,test
HA-00396,test
HA-00397,test
HA-00398,test
HA-00399,test
HA-00400,test
HA-00401,val
HA-00402,fit
HA-00403,val
HA-00404,fit
HA-00405,fit
HA-00406,test
HA-00407,fit
HA-00408,fit
HA-00409,fit
HA-00410,val
HA-00411,test
HA-00412,fit
HA-00413,test
HA-00414,fit
HA-00415,test
HA-00416,val
HA-00417,fit
HA-00418,test
HA-00419,fit
HA-00420,test
HA-00421,test
HA-00422,fit
HA-00423,val
HA-00424,test
HA-00425,test
HA-00426,test
HA-00427,test
HA-00428,test
HA-00429,fit
HA-00430,fit
HA-00431,val
HA-00432,test
HA-00433,test
HA-00434,test
HA-00435,fit
HA-00436,test
HA-00437,test
HA-00438,fit
HA-00439,test
HA-00440,fit
HA-00441,fit
HA-00442,test
HA-00443,fit
HA-00444,fit
HA-00445,fit
HA-00446,fit
HA-00447,fit
HA-00448,fit
HA-00449,test
HA-00450,test
HA-00451,test
HA-00452,fit
HA-00453,test
HA-00454,test
HA-00455,val
HA-00456,fit
HA-00457,fit
HA-00458,test
HA-00459,fit
HA-00460,fit
HA-00461,test
HA-00462,test
HA-00463,fit
HA-00464,test
HA-00465,fit
HA-00466,test
HA-00467,fit
HA-00468,fit
HA-00469,test
HA-00470,fit
HA-00471,test
HA-00472,fit
HA-00473,fit
HA-00474,test
HA-00475,test
HA-00476,val
HA-00477,test
HA-00478,test
HA-00479,test
HA-00480,test
HA-00481,fit
HA-00482,fit
HA-00483,test
HA-00484,test
HA-00485,fit
HA-00486,test
HA-00487,test
HA-00488,test
HA-00489,test
HA-00490,fit
HA-00491,val
HA-00492,test
HA-00493,test
HA-00494,val
HA-00495,test
HA-00496,test
HA-00497,test
HA-00498,test
HA-00499,fit
HA-00500,test
HA-00501,fit
HA-00502,test
HA-00503,test
HA-00504,test
HA-00505,test
HA-00506,fit
HA-00507,test
HA-00508,fit
HA-00509,test
HA-00510,test
HA-00511,fit
HA-00512,fit
HA-00513,test
HA-00514,test
HA-00515,test
HA-00516,fit
HA-00517,val
HA-00518,fit
HA-00519,fit
HA-00520,test
HA-00521,test
HA-00522,test
HA-00523,test
HA-00524,test
HA-00525,fit
HA-00526,test
HA-00527,val
HA-00528,val
HA-00529,test
HA-00530,fit
HA-00531,test
HA-00532,fit
HA-00533,test
HA-00534,val
HA-00535,fit
HA-00536,test
HA-00537,test
HA-00538,test
HA-00539,fit
HA-00540,test
HA-00541,test
HA-00542,val
HA-00543,test
HA-00544,test
HA-00545,fit
HA-00546,val
HA-00547,fit
HA-00548,val
HA-00549,test
HA-00550,test
HA-00551,test
HA-00552,fit
HA-00553,fit
HA-00554,test
HA-00555,test
HA-00556,test
HA-00557,test
HA-00558,test
HA-00559,test
HA-00560,test
HA-00561,fit
HA-00562,fit
HA-00563,fit
HA-00564,test
HA-00565,test
HA-00566,fit
HA-00567,fit
HA-00568,fit
HA-00569,test
HA-00570,test
HA-00571,test
HA-00572,fit
HA-00573,fit
HA-00574,test
HA-00575,test
HA-00576,test
HA-00577,test
HA-00578,val
HA-00579,fit
HA-00580,fit
HA-00581,test
HA-00582,fit
HA-00583,test
HA-00584,fit
HA-00585,test
HA-00586,test
HA-00587,fit
HA-00588,fit
HA-00589,test
HA-00590,fit
HA-00591,fit
HA-00592,fit
HA-00593,val
HA-00594,test
HA-00595,test
HA-00596,fit
HA-00597,fit
HA-00598,fit
HA-00599,fit
HA-00600,fit
HA-00601,test
HA-00602,fit
HA-00603,fit
HA-00604,test
HA-00605,val
HA-00606,test
HA-00607,test
HA-00608,test
HA-00609,test
HA-00610,test
HA-00611,test
HA-00612,test
HA-00613,fit
HA-00614,test
HA-00615,test
HA-00616,fit
HA-00617,test
HA-00618,fit
HA-00619,fit
HA-00620,val
HA-00621,test
HA-00622,fit
HA-00623,test
HA-00624,fit
HA-00625,val
HA-00626,test
HA-00627,fit
HA-00628,fit
HA-00629,fit
HA-00630,test
HA-00631,test
HA-00632,fit
HA-00633,fit
HA-00634,test
HA-00635,fit
HA-00636,test
HA-00637,fit
HA-00638,fit
HA-00639,test
HA-00640,test
HA-00641,fit
HA-00642,fit
HA-00643,test
HA-00644,test
HA-00645,fit
HA-00646,val
HA-00647,test
HA-00648,fit
HA-00649,fit
HA-00650,fit
HA-00651,val
HA-00652,fit
HA-00653,test
HA-00654,test
HA-00655,test
HA-00656,fit
HA-00657,val
HA-00658,test
HA-00659,test
HA-00660,fit
HA-00661,val
HA-00662,fit
HA-00663,fit
HA-00664,test
HA-00665,fit
HA-00666,test
HA-00667,fit
HA-00668,test
HA-00669,test
HA-00670,test
HA-00671,test
HA-00672,test
HA-00673,fit
HA-00674,test
HA-00675,test
HA-00676,test
HA-00677,test
HA-00678,fit
HA-00679,test
HA-00680,test
HA-00681,test
HA-00682,fit
HA-00683,test
HA-00684,fit
HA-00685,val
HA-00686,test
HA-00687,test
HA-00688,fit
HA-00689,fit
HA-00690,test
HA-00691,fit
HA-00692,fit
HA-00693,val
HA-00694,test
HA-00695,test
HA-00696,fit
HA-00697,fit
HA-00698,test
HA-00699,val
HA-00700,fit
HA-00701,test
HA-00702,test
HA-00703,test
HA-00704,fit
HA-00705,test
HA-00706,val
HA-00707,val
HA-00708,fit
HA-00709,test
HA-00710,val
HA-00711,fit
HA-00712,fit
HA-00713,val
HA-00714,fit
HA-00715,val
HA-00716,fit
HA-00717,test
HA-00718,test
HA-00719,test
HA-00720,test
HA-00721,test
HA-00722,fit
HA-00723,test
HA-00724,test
HA-00725,val
HA-00726,fit
HA-00727,test
HA-00728,test
HA-00729,test
HA-00730,test
HA-00731,fit
HA-00732,test
HA-00733,fit
HA-00734,val
HA-00735,test
HA-00736,fit
HA-00737,test
HA-00738,fit
HA-00739,val
HA-00740,fit
HA-00741,fit
HA-00742,fit
HA-00743,val
HA-00744,fit
HA-00745,fit
HA-00746,test
HA-00747,test
HA-00748,test
HA-00749,test
HA-00750,test
HA-00751,test
HA-00752,fit
HA-00753,fit
HA-00754,fit
HA-00755,fit
HA-00756,test
HA-00757,val
HA-00758,test
HA-00759,test
HA-00760,val
HA-00761,fit
HA-00762,test
HA-00763,val
HA-00764,val
HA-00765,test
HA-00766,test
HA-00767,test
HA-00768,test
HA-00769,fit
HA-00770,test
HA-00771,test
HA-00772,test
HA-00773,test
HA-00774,test
HA-00775,test
HA-00776,fit
HA-00777,test
HA-00778,test
HA-00779,test
HA-00780,fit
HA-00781,test
HA-00782,test
HA-00783,test
HA-00784,val
HA-00785,fit
HA-00786,val
HA-00787,test
HA-00788,test
HA-00789,test
HA-00790,fit
HA-00791,fit
HA-00792,test
HA-00793,fit
HA-00794,val
HA-00795,fit
HA-00796,test
HA-00797,test
HA-00798,test
HA-00799,test
HA-00800,fit
HA-00801,fit
HA-00802,fit
HA-00803,test
HA-00804,test
HA-00805,fit
HA-00806,fit
HA-00807,fit
HA-00808,fit
HA-00809,test
HA-00810,test
HA-00811,test
HA-00812,test
HA-00813,fit
HA-00814,fit
HA-00815,fit
HA-00816,test
HA-00817,val
HA-00818,test
HA-00819,test
HA-00820,val
HA-00821,fit
HA-00822,test
HA-00823,fit
HA-00824,fit
HA-00825,val
HA-00826,test
HA-00827,test
HA-00828,fit
HA-00829,val
HA-00830,fit
HA-00831,fit
HA-00832,test
HA-00833,test
HA-00834,fit
HA-00835,fit
HA-00836,fit
HA-00837,fit
HA-00838,fit
HA-00839,fit
HA-00840,fit
HA-00841,fit
HA-00842,test
HA-00843,fit
HA-00844,fit
HA-00845,test
HA-00846,fit
HA-00847,fit
HA-00848,fit
HA-00849,fit
HA-00850,fit
HA-00851,val
HA-00852,fit
HA-00853,fit
HA-00854,fit
HA-00855,test
HA-00856,test
HA-00857,test
HA-00858,val
HA-00859,test
HA-00860,fit
HA-00861,test
HA-00862,test
HA-00863,fit
HA-00864,test
HA-00865,test
HA-00866,fit
HA-00867,test
HA-00868,val
HA-00869,fit
HA-00870,val
HA-00871,test
HA-00872,test
HA-00873,test
HA-00874,fit
HA-00875,fit
HA-00876,fit
HA-00877,fit
HA-00878,test
HA-00879,fit
HA-00880,fit
HA-00881,test
HA-00882,test
HA-00883,fit
HA-00884,test
HA-00885,test
HA-00886,fit
HA-00887,val
HA-00888,test
HA-00889,test
HA-00890,test
HA-00891,fit
HA-00892,test
HA-00893,fit
HA-00894,test
HA-00895,fit
HA-00896,test
HA-00897,fit
HA-00898,fit
HA-00899,test
HA-00900,fit
HA-00901,fit
HA-00902,test
HA-00903,fit
HA-00904,test
HA-00905,test
HA-00906,test
HA-00907,fit
HA-00908,test
HA-00909,test
HA-00910,test
HA-00911,fit
HA-00912,test
HA-00913,test
HA-00914,fit
HA-00915,fit
HA-00916,val
HA-00917,fit
HA-00918,fit
HA-00919,fit
HA-00920,test
HA-00921,test
HA-00922,fit
HA-00923,fit
HA-00924,fit
HA-00925,fit
HA-00926,fit
HA-00927,test
HA-00928,test
HA-00929,fit
HA-00930,test
HA-00931,test
HA-00932,fit
HA-00933,test
HA-00934,fit
HA-00935,test
HA-00936,test
HA-00937,test
HA-00938,test
HA-00939,test
HA-00940,val
HA-00941,test
HA-00942,fit
HA-00943,fit
HA-00944,fit
HA-00945,test
HA-00946,fit
HA-00947,test
HA-00948,test
HA-00949,fit
HA-00950,test
HA-00951,fit
HA-00952,fit
HA-00953,test
HA-00954,test
HA-00955,fit
HA-00956,val
HA-00957,fit
HA-00958,fit
HA-00959,fit
HA-00960,val
HA-00961,fit
HA-00962,fit
HA-00963,val
HA-00964,test
HA-00965,val
HA-00966,fit
HA-00967,fit
HA-00968,fit
HA-00969,test
HA-00970,fit
HA-00971,fit
HA-00972,test
HA-00973,fit
HA-00974,test
HA-00975,test
HA-00976,fit
HA-00977,fit
HA-00978,test
HA-00979,test
HA-00980,test
HA-00981,fit
HA-00982,test
HA-00983,fit
HA-00984,val
HA-00985,fit
HA-00986,val
HA-00987,test
HA-00988,test
HA-00989,fit
HA-00990,test
HA-00991,fit
HA-00992,fit
HA-00993,test
HA-00994,fit
HA-00995,test
HA-00996,fit
HA-00997,fit
HA-00998,fit
HA-00999,test
HA-01000,test
HA-01001,fit
HA-01002,test
HA-01003,fit
HA-01004,test
HA-01005,fit
HA-01006,test
HA-01007,val
HA-01008,fit
HA-01009,test
HA-01010,test
HA-01011,test
HA-01012,fit
HA-01013,fit
HA-01014,test
HA-01015,fit
HA-01016,fit
HA-01017,test
HA-01018,val
HA-01019,val
HA-01020,test
HA-01021,val
HA-01022,test
HA-01023,test
HA-01024,test
HA-01025,fit
HA-01026,fit
HA-01027,test
HA-01028,val
HA-01029,fit
HA-01030,test
HA-01031,fit
HA-01032,test
HA-01033,test
HA-01034,fit
HA-01035,fit
HA-01036,test
HA-01037,test
HA-01038,fit
HA-01039,test
HA-01040,fit
HA-01041,test
HA-01042,fit
HA-01043,test
HA-01044,test
HA-01045,fit
HA-01046,fit
HA-01047,fit
HA-01048,test
HA-01049,fit
HA-01050,test
HA-01051,test
HA-01052,test
HA-01053,fit
HA-01054,test
HA-01055,val
HA-01056,test
HA-01057,test
HA-01058,test
HA-01059,fit
HA-01060,fit
HA-01061,fit
HA-01062,test
HA-01063,test
HA-01064,fit
HA-01065,test
HA-01066,fit
HA-01067,test
HA-01068,fit
HA-01069,test
HA-01070,test
HA-01071,test
HA-01072,fit
HA-01073,val
HA-01074,test
HA-01075,test
HA-01076,test
HA-01077,fit
HA-01078,test
HA-01079,fit
HA-01080,test
HA-01081,test
HA-01082,val
HA-01083,fit
HA-01084,val
HA-01085,fit
HA-01086,fit
HA-01087,val
HA-01088,fit
HA-01089,fit
HA-01090,test
HA-01091,test
HA-01092,test
HA-01093,val
HA-01094,fit
HA-01095,fit
HA-01096,fit
HA-01097,test
HA-01098,fit
HA-01099,fit
HA-01100,fit
HA-01101,test
HA-01102,test
HA-01103,fit
HA-01104,test
HA-01105,test
HA-01106,fit
HA-01107,test
HA-01108,fit
HA-01109,fit
HA-01110,fit
HA-01111,test
HA-01112,test
HA-01113,test
HA-01114,test
HA-01115,fit
HA-01116,test
HA-01117,test
HA-01118,test
HA-01119,test
HA-01120,test
HA-01121,fit
HA-01122,test
HA-01123,test
HA-01124,test
HA-01125,fit
HA-01126,test
HA-01127,val
HA-01128,test
HA-01129,test
HA-01130,fit
HA-01131,test
HA-01132,test
HA-01133,fit
HA-01134,test
HA-01135,test
HA-01136,test
HA-01137,test
HA-01138,test
HA-01139,test
HA-01140,test
HA-01141,test
HA-01142,test
HA-01143,test
HA-01144,test
HA-01145,fit
HA-01146,test
HA-01147,test
HA-01148,fit
HA-01149,fit
HA-01150,test
HA-01151,test
HA-01152,val
HA-01153,fit
HA-01154,test
HA-01155,fit
HA-01156,fit
HA-01157,test
HA-01158,test
HA-01159,test
HA-01160,fit
HA-01161,fit
HA-01162,test
HA-01163,test
HA-01164,val
HA-01165,fit
HA-01166,test
HA-01167,test
HA-01168,test
HA-01169,fit
HA-01170,test
HA-01171,test
HA-01172,test
HA-01173,val
HA-01174,test
HA-01175,fit
HA-01176,test
HA-01177,val
HA-01178,fit
HA-01179,fit
HA-01180,fit
HA-01181,fit
HA-01182,test
HA-01183,test
HA-01184,fit
HA-01185,fit
HA-01186,test
HA-01187,test
HA-01188,test
HA-01189,fit
HA-01190,test
HA-01191,test
HA-01192,val
HA-01193,fit
HA-01194,fit
HA-01195,test
HA-01196,fit
HA-01197,val
HA-01198,fit
HA-01199,test
HA-01200,test
HA-01201,test
HA-01202,test
HA-01203,fit
HA-01204,test
HA-01205,test
HA-01206,test
HA-01207,fit
HA-01208,val
HA-01209,val
HA-01210,test
HA-01211,test
HA-01212,fit
HA-01213,test
HA-01214,test
HA-01215,test
HA-01216,fit
HA-01217,fit
HA-01218,test
HA-01219,test
HA-01220,test
HA-01221,test
HA-01222,test
HA-01223,fit
HA-01224,test
HA-01225,test
HA-01226,fit
HA-01227,fit
HA-01228,val
HA-01229,fit
HA-01230,fit
HA-01231,test
HA-01232,test
HA-01233,test
HA-01234,fit
HA-01235,test
HA-01236,fit
HA-01237,fit
HA-01238,test
HA-01239,val
HA-01240,test
HA-01241,fit
HA-01242,test
HA-01243,test
HA-01244,fit
HA-01245,fit
HA-01246,test
HA-01247,test
HA-01248,fit
HA-01249,test
HA-01250,fit
HA-01251,fit
HA-01252,fit
HA-01253,test
HA-01254,fit
HA-01255,test
HA-01256,fit
HA-01257,fit
HA-01258,fit
HA-01259,test
HA-01260,fit
HA-01261,val
HA-01262,val
HA-01263,fit
HA-01264,fit
HA-01265,fit
HA-01266,test
HA-01267,test
HA-01268,test
HA-01269,val
HA-01270,fit
HA-01271,fit
HA-01272,test
HA-01273,fit
HA-01274,val
HA-01275,test
HA-01276,test
HA-01277,test
HA-01278,test
HA-01279,fit
HA-01280,fit
HA-01281,test
HA-01282,fit
HA-01283,fit
HA-01284,fit
HA-01285,fit
HA-01286,fit
HA-01287,fit
HA-01288,fit
HA-01289,test
HA-01290,test
HA-01291,fit
HA-01292,test
HA-01293,test
HA-01294,test
HA-01295,val
HA-01296,test
HA-01297,val
HA-01298,test
HA-01299,test
HA-01300,test
HA-01301,val
HA-01302,test
HA-01303,val
HA-01304,test
HA-01305,test
HA-01306,fit
HA-01307,test
HA-01308,val
HA-01309,fit
HA-01310,fit
HA-01311,val
HA-01312,test
HA-01313,fit
HA-01314,fit
HA-01315,val
HA-01316,test
HA-01317,fit
HA-01318,test
HA-01319,fit
HA-01320,fit
HA-01321,test
HA-01322,fit
HA-01323,test
HA-01324,test
HA-01325,test
HA-01326,val
HA-01327,fit
HA-01328,fit
HA-01329,fit
HA-01330,fit
HA-01331,fit
HA-01332,fit
HA-01333,val
HA-01334,test
HA-01335,fit
HA-01336,test
HA-01337,fit
HA-01338,fit
HA-01339,fit
HA-01340,test
HA-01341,fit
HA-01342,test
HA-01343,test
HA-01344,test
HA-01345,test
HA-01346,fit
HA-01347,test
HA-01348,val
HA-01349,fit
HA-01350,test
HA-01351,test
HA-01352,fit
HA-01353,test
HA-01354,fit
HA-01355,fit
HA-01356,fit
HA-01357,fit
HA-01358,fit
HA-01359,fit
HA-01360,fit
HA-01361,test
HA-01362,fit
HA-01363,test
HA-01364,test
HA-01365,val
HA-01366,val
HA-01367,test
HA-01368,test
HA-01369,test
HA-01370,fit
HA-01371,test
HA-01372,test
HA-01373,test
HA-01374,test
HA-01375,test
HA-01376,test
HA-01377,fit
HA-01378,fit
HA-01379,fit
HA-01380,val
HA-01381,fit
HA-01382,val
HA-01383,test
HA-01384,fit
HA-01385,fit
HA-01386,fit
HA-01387,test
HA-01388,fit
HA-01389,fit
HA-01390,fit
HA-01391,fit
HA-01392,fit
HA-01393,fit
HA-01394,fit
HA-01395,test
HA-01396,test
HA-01397,fit
HA-01398,fit
HA-01399,fit
HA-01400,fit
HA-01401,test
HA-01402,val
HA-01403,fit
HA-01404,test
HA-01405,fit
HA-01406,fit
HA-01407,test
HA-01408,test
HA-01409,test
HA-01410,test
HA-01411,fit
HA-01412,test
HA-01413,val
HA-01414,fit
HA-01415,test
HA-01416,fit
HA-01417,test
HA-01418,fit
HA-01419,fit
HA-01420,test
HA-01421,test
HA-01422,test
HA-01423,test
HA-01424,val
HA-01425,fit
HA-01426,test
HA-01427,fit
HA-01428,test
HA-01429,val
HA-01430,test
HA-01431,fit
HA-01432,test
HA-01433,test
HA-01434,test
HA-01435,test
HA-01436,test
HA-01437,test
HA-01438,test
HA-01439,test
HA-01440,fit
HA-01441,test
HA-01442,fit
HA-01443,test
HA-01444,test
HA-01445,fit
HA-01446,fit
HA-01447,fit
HA-01448,fit
HA-01449,fit
HA-01450,test
HA-01451,test
HA-01452,fit
HA-01453,fit
HA-01454,val
HA-01455,test
HA-01456,fit
HA-01457,val
HA-01458,test
HA-01459,fit
HA-01460,test
HA-01461,fit
HA-01462,fit
HA-01463,val
HA-01464,val
HA-01465,fit
HA-01466,fit
HA-01467,test
HA-01468,test
HA-01469,test
HA-01470,val
HA-01471,val
HA-01472,val
HA-01473,test
HA-01474,test
HA-01475,fit
HA-01476,test
HA-01477,test
HA-01478,test
HA-01479,fit
HA-01480,test
HA-01481,test
HA-01482,test
HA-01483,test
HA-01484,test
HA-01485,test
HA-01486,test
HA-01487,test
HA-01488,test
HA-01489,fit
HA-01490,test
HA-01491,test
HA-01492,test
HA-01493,fit
HA-01494,fit
HA-01495,test
HA-01496,fit
HA-01497,fit
HA-01498,test
HA-01499,fit
HA-01500,fit
HA-01501,test
HA-01502,test
HA-01503,test
HA-01504,test
HA-01505,test
HA-01506,fit
HA-01507,test
HA-01508,test
HA-01509,test
HA-01510,test
HA-01511,fit
HA-01512,fit
HA-01513,fit
HA-01514,fit
HA-01515,test
HA-01516,test
HA-01517,test
HA-01518,test
HA-01519,fit
HA-01520,fit
HA-01521,val
HA-01522,test
HA-01523,test
HA-01524,fit
HA-01525,fit
HA-01526,test
HA-01527,fit
HA-01528,test
HA-01529,test
HA-01530,test
HA-01531,test
HA-01532,val
HA-01533,test
HA-01534,fit
HA-01535,test
HA-01536,fit
HA-01537,fit
HA-01538,test
HA-01539,test
HA-01540,test
HA-01541,fit
HA-01542,test
HA-01543,fit
HA-01544,val
HA-01545,fit
HA-01546,fit
HA-01547,test
HA-01548,fit
HA-01549,test
HA-01550,test
HA-01551,test
HA-01552,test
HA-01553,val
HA-01554,test
HA-01555,fit
HA-01556,fit
HA-01557,test
HA-01558,test
HA-01559,test
HA-01560,test
HA-01561,test
HA-01562,fit
HA-01563,test
HA-01564,test
HA-01565,fit
HA-01566,test
HA-01567,fit
HA-01568,fit
HA-01569,test
HA-01570,test
HA-01571,fit
HA-01572,test
HA-01573,val
HA-01574,test
HA-01575,test
HA-01576,fit
HA-01577,fit
HA-01578,test
HA-01579,test
HA-01580,test
HA-01581,test
HA-01582,fit
HA-01583,test
HA-01584,test
HA-01585,test
HA-01586,val
HA-01587,fit
HA-01588,test
HA-01589,val
HA-01590,test
HA-01591,fit
HA-01592,val
HA-01593,test
HA-01594,fit
HA-01595,test
HA-01596,fit
HA-01597,test
HA-01598,test
HA-01599,fit
HA-01600,test
HA-01601,test
HA-01602,test
HA-01603,test
HA-01604,val
HA-01605,test
HA-01606,test
HA-01607,test
HA-01608,test
HA-01609,fit
HA-01610,fit
HA-01611,fit
HA-01612,val
HA-01613,fit
HA-01614,test
HA-01615,fit
HA-01616,val
HA-01617,test
HA-01618,fit
HA-01619,val
HA-01620,fit
HA-01621,fit
HA-01622,test
HA-01623,val
HA-01624,test
HA-01625,fit
HA-01626,fit
HA-01627,fit
HA-01628,test
HA-01629,test
HA-01630,fit
HA-01631,test
HA-01632,val
HA-01633,val
HA-01634,fit
HA-01635,test
HA-01636,test
HA-01637,fit
HA-01638,test
HA-01639,fit
HA-01640,test
HA-01641,fit
HA-01642,val
HA-01643,fit
HA-01644,test
HA-01645,test
HA-01646,test
HA-01647,test
HA-01648,val
HA-01649,fit
HA-01650,val
HA-01651,fit
HA-01652,val
HA-01653,fit
HA-01654,fit
HA-01655,fit
HA-01656,test
HA-01657,fit
HA-01658,test
HA-01659,test
HA-01660,test
HA-01661,fit
HA-01662,test
HA-01663,test
HA-01664,fit
HA-01665,fit
HA-01666,fit
