record_id,split
HA-00574,fit
HA-00575,test
HA-00576,test
HA-00577,fit
HA-00578,test
HA-00579,test
HA-00580,fit
HA-00581,test
HA-00582,test
HA-00583,fit
HA-00584,test
HA-00585,fit
HA-00586,test
HA-00587,fit
HA-00588,fit
HA-00589,test
HA-00590,test
HA-00591,test
HA-00592,fit
HA-00593,fit
HA-00594,fit
HA-00595,test
HA-00596,val
HA-00597,test
HA-00598,test
HA-00599,fit
HA-00600,fit
HA-00601,fit
HA-00602,fit
HA-00603,val
HA-00604,test
HA-00605,fit
HA-00606,fit
HA-00607,fit
HA-00608,val
HA-00609,test
HA-00610,val
HA-00611,fit
HA-00612,fit
HA-00613,test
HA-00614,test
HA-00615,fit
HA-00616,test
HA-00617,test
HA-00618,test
HA-00619,fit
HA-00620,test
HA-00621,fit
HA-00622,test
HA-00623,fit
HA-00624,test
HA-00625,test
HA-00626,fit
HA-00627,test
HA-00628,test
HA-00629,fit
HA-00630,test
HA-00631,test
HA-00632,fit
HA-00633,fit
HA-00634,fit
HA-00635,fit
HA-00636,test
HA-00637,test
HA-00638,val
HA-00639,fit
HA-00640,fit
HA-00641,fit
HA-00642,test
HA-00643,fit
HA-00644,test
HA-00645,test
HA-00646,fit
HA-00647,fit
HA-00648,test
HA-00649,fit
HA-00650,fit
HA-00651,fit
HA-00652,val
HA-00653,test
HA-00654,fit
HA-00655,test
HA-00656,fit
HA-00657,fit
HA-00658,test
HA-00659,fit
HA-00660,fit
HA-00661,val
HA-00662,fit
HA-00663,test
HA-00664,val
HA-00665,test
HA-00666,val
HA-00667,test
HA-00668,val
HA-00669,test
HA-00670,fit
HA-00671,fit
HA-00672,fit
HA-00673,fit
HA-00674,fit
HA-00675,test
HA-00676,test
HA-00677,fit
HA-00678,test
HA-00679,test
HA-00680,fit
HA-00681,val
HA-00682,test
HA-00683,test
HA-00684,fit
HA-00685,test
HA-00686,fit
HA-00687,test
HA-00688,fit
HA-00689,test
HA-00690,test
HA-00691,fit
HA-00692,test
HA-00693,test
HA-00694,test
HA-00695,test
HA-00696,test
HA-00697,fit
HA-00698,fit
HA-00699,test
HA-00700,test
HA-00701,fit
HA-00702,fit
HA-00703,fit
HA-00704,val
HA-00705,fit
HA-00706,test
HA-00707,test
HA-00708,val
HA-00709,fit
HA-00710,fit
HA-00711,test
HA-00712,test
HA-00713,test
HA-00714,test
HA-00715,test
HA-00716,test
HA-00717,fit
HA-00718,test
HA-00719,fit
HA-00720,val
HA-00721,fit
HA-00722,test
HA-00723,fit
HA-00724,fit
HA-00725,val
HA-00726,test
HA-00727,test
HA-00728,val
HA-00729,test
HA-00730,fit
HA-00731,test
HA-00732,fit
HA-00733,val
HA-00734,val
HA-00735,test
HA-00736,fit
HA-00737,fit
HA-00738,fit
HA-00739,test
HA-00740,fit
HA-00741,test
HA-00742,test
HA-00743,test
HA-00744,fit
HA-00745,val
HA-00746,test
HA-00747,fit
HA-00748,fit
HA-00749,test
HA-00750,test
HA-00751,test
HA-00752,fit
HA-00753,fit
HA-00754,fit
HA-00755,test
HA-00756,test
HA-00757,test
HA-00758,fit
HA-00759,fit
HA-00760,test
HA-00761,test
HA-00762,test
HA-00763,test
HA-00764,fit
HA-00765,test
HA-00766,test
HA-00767,test
HA-00768,test
HA-00769,fit
HA-00770,val
HA-00771,test
HA-00772,fit
HA-00773,test
HA-00774,test
HA-00775,test
HA-00776,test
HA-00777,test
HA-00778,test
HA-00779,fit
HA-00780,test
HA-00781,test
HA-00782,test
HA-00783,test
HA-00784,test
HA-00785,fit
HA-00786,test
HA-00787,fit
HA-00788,fit
HA-00789,test
HA-00790,fit
HA-00791,fit
HA-00792,fit
HA-00793,fit
HA-00794,fit
HA-00795,test
HA-00796,test
HA-00797,fit
HA-00798,test
HA-00799,fit
HA-00800,test
HA-00801,test
HA-00802,test
HA-00803,test
HA-00804,fit
HA-00805,test
HA-00806,test
HA-00807,test
HA-00808,fit
HA-00809,fit
HA-00810,fit
HA-00811,test
HA-00812,fit
HA-00813,val
HA-00814,test
HA-00815,test
HA-00816,test
HA-00817,fit
HA-00818,fit
HA-00819,test
HA-00820,fit
HA-00821,fit
HA-00822,fit
HA-00823,test
HA-00824,fit
HA-00825,test
HA-00826,test
HA-00827,test
HA-00828,fit
HA-00829,test
HA-00830,test
HA-00831,test
HA-00832,test
HA-00833,test
HA-00834,fit
HA-00835,fit
HA-00836,test
HA-00837,test
HA-00838,test
HA-00839,test
HA-00840,test
HA-00841,fit
HA-00842,fit
HA-00843,test
HA-00844,test
HA-00845,fit
HA-00846,fit
HA-00847,test
HA-00848,test
HA-00849,fit
HA-00850,fit
HA-00851,test
HA-00852,val
HA-00853,val
HA-00854,test
HA-00855,test
HA-00856,test
HA-00857,fit
HA-00858,test
HA-00859,fit
HA-00860,fit
HA-00861,test
HA-00862,test
HA-00863,test
HA-00864,fit
HA-00865,test
HA-00866,test
HA-00867,test
HA-00868,fit
HA-00869,test
HA-00870,fit
HA-00871,test
HA-00872,test
HA-00873,test
HA-00874,test
HA-00875,val
HA-00876,fit
HA-00877,fit
HA-00878,test
HA-00879,fit
HA-00880,val
HA-00881,fit
HA-00882,test
HA-00883,fit
HA-00884,test
HA-00885,test
HA-00886,test
HA-00887,fit
HA-00888,test
HA-00889,val
HA-00890,test
HA-00891,fit
HA-00892,fit
HA-00893,test
HA-00894,fit
HA-00895,test
HA-00896,val
HA-00897,test
HA-00898,fit
HA-00899,test
HA-00900,fit
HA-00901,fit
HA-00902,fit
HA-00903,test
HA-00904,val
HA-00905,fit
HA-00906,test
HA-00907,fit
HA-00908,fit
HA-00909,fit
HA-00910,test
HA-00911,fit
HA-00912,test
HA-00913,test
HA-00914,test
HA-00915,test
HA-00916,fit
HA-00917,test
HA-00918,test
HA-00919,test
HA-00920,val
HA-00921,fit
HA-00922,fit
HA-00923,fit
HA-00924,test
HA-00925,test
HA-00926,test
HA-00927,fit
HA-00928,test
HA-00929,test
HA-00930,test
HA-00931,fit
HA-00932,fit
HA-00933,fit
HA-00934,test
HA-00935,test
HA-00936,fit
HA-00937,test
HA-00938,test
HA-00939,fit
HA-00940,fit
HA-00941,test
HA-00942,fit
HA-00943,val
HA-00944,fit
HA-00945,fit
HA-00946,fit
HA-00947,fit
HA-00948,test
HA-00949,test
HA-00950,val
HA-00951,test
HA-00952,fit
HA-00953,fit
HA-00954,fit
HA-00955,test
HA-00956,test
HA-00957,fit
HA-00958,test
HA-00959,test
HA-00960,test
HA-00961,test
HA-00962,fit
HA-00963,test
HA-00964,fit
HA-00965,val
HA-00966,val
HA-00967,fit
HA-00968,fit
HA-00969,val
HA-00970,test
HA-00971,test
HA-00972,test
HA-00973,test
HA-00974,test
HA-00975,fit
HA-00976,test
HA-00977,test
HA-00978,test
HA-00979,val
HA-00980,test
HA-00981,val
HA-00982,test
HA-00983,val
HA-00984,test
HA-00985,fit
HA-00986,test
HA-00987,fit
HA-00988,test
HA-00989,test
HA-00990,fit
HA-00991,test
HA-00992,fit
HA-00993,test
HA-00994,test
HA-00995,test
HA-00996,fit
HA-00997,test
HA-00998,fit
HA-00999,test
HA-01000,test
HA-01001,test
HA-01002,fit
HA-01003,test
HA-01004,test
HA-01005,fit
HA-01006,fit
HA-01007,fit
HA-01008,fit
HA-01009,fit
HA-01010,test
HA-01011,test
HA-01012,fit
HA-01013,fit
HA-01014,fit
HA-01015,val
HA-01016,test
HA-01017,test
HA-01018,test
HA-01019,val
HA-01020,test
HA-01021,test
HA-01022,fit
HA-01023,test
HA-01024,fit
HA-01025,val
HA-01026,test
HA-01027,fit
HA-01028,val
HA-01029,fit
HA-01030,test
HA-01031,val
HA-01032,fit
HA-01033,fit
HA-01034,fit
HA-01035,test
HA-01036,fit
HA-01037,test
HA-01038,test
HA-01039,test
HA-01040,test
HA-01041,test
HA-01042,fit
HA-01043,test
HA-01044,val
HA-01045,val
HA-01046,test
HA-01047,fit
HA-01048,fit
HA-01049,test
HA-01050,fit
HA-01051,test
HA-01052,test
HA-01053,fit
HA-01054,val
HA-01055,fit
HA-01056,val
HA-01057,test
HA-01058,test
HA-01059,fit
HA-01060,test
HA-01061,test
HA-01062,fit
HA-01063,test
HA-01064,fit
HA-01065,fit
HA-01066,fit
HA-01067,test
HA-01068,fit
HA-01069,fit
HA-01070,test
HA-01071,test
HA-01072,fit
HA-01073,test
HA-01074,test
HA-01075,test
HA-01076,fit
HA-01077,fit
HA-01078,fit
HA-01079,test
HA-01080,test
HA-01081,test
HA-01082,test
HA-01083,test
HA-01084,test
HA-01085,fit
HA-01086,fit
HA-01087,fit
HA-01088,val
HA-01089,test
HA-01090,test
HA-01091,fit
HA-01092,test
HA-01093,fit
HA-01094,test
HA-01095,val
HA-01096,test
HA-01097,test
HA-01098,test
HA-01099,test
HA-01100,test
HA-01101,val
HA-01102,test
HA-01103,test
HA-01104,test
HA-01105,fit
HA-01106,test
HA-01107,test
HA-01108,test
HA-01109,test
HA-01110,val
HA-01111,val
HA-01112,test
HA-01113,fit
HA-01114,fit
HA-01115,fit
HA-01116,test
HA-01117,test
HA-01118,fit
HA-01119,test
HA-01120,fit
HA-01121,fit
HA-01122,test
HA-01123,test
HA-01124,fit
HA-01125,test
HA-01126,test
HA-01127,test
HA-01128,test
HA-01129,fit
HA-01130,fit
HA-01131,test
HA-01132,fit
HA-01133,test
HA-01134,test
HA-01135,fit
HA-01136,fit
HA-01137,fit
HA-01138,val
HA-01139,test
HA-01140,test
HA-01141,test
HA-01142,fit
HA-01143,test
HA-01144,fit
HA-01145,fit
HA-01146,fit
HA-01147,test
HA-01148,fit
HA-01149,fit
HA-01150,fit
HA-01151,test
HA-01152,test
HA-01153,val
HA-01154,fit
HA-01155,test
HA-01156,test
HA-01157,fit
HA-01158,val
HA-01159,test
HA-01160,test
HA-01161,test
HA-01162,fit
HA-01163,test
HA-01164,test
HA-01165,fit
HA-01166,fit
HA-01167,fit
HA-01168,test
HA-01169,test
HA-01170,test
HA-01171,test
HA-01172,test
HA-01173,fit
HA-01174,test
HA-01175,test
HA-01176,test
HA-01177,test
HA-01178,test
HA-01179,test
HA-01180,test
HA-01181,test
HA-01182,test
HA-01183,fit
HA-01184,fit
HA-01185,fit
HA-01186,val
HA-01187,fit
HA-01188,val
HA-01189,test
HA-01190,fit
HA-01191,fit
HA-01192,val
HA-01193,fit
HA-01194,test
HA-01195,test
HA-01196,test
HA-01197,val
HA-01198,test
HA-01199,fit
HA-01200,fit
HA-01201,test
HA-01202,fit
HA-01203,test
HA-01204,fit
HA-01205,test
HA-01206,test
HA-01207,test
HA-01208,test
HA-01209,test
HA-01210,test
HA-01211,test
HA-01212,fit
HA-01213,test
HA-01214,test
HA-01215,test
HA-01216,fit
HA-01217,val
HA-01218,fit
HA-01219,fit
HA-01220,test
HA-01221,test
HA-01222,test
HA-01223,test
HA-01224,test
HA-01225,test
HA-01226,test
HA-01227,fit
HA-01228,fit
HA-01229,fit
HA-01230,test
HA-01231,test
HA-01232,fit
HA-01233,val
HA-01234,test
HA-01235,test
HA-01236,test
HA-01237,fit
HA-01238,test
HA-01239,test
HA-01240,test
HA-01241,fit
HA-01242,val
HA-01243,fit
HA-01244,test
HA-01245,test
HA-01246,val
HA-01247,test
HA-01248,val
HA-01249,val
HA-01250,test
HA-01251,val
HA-01252,fit
HA-01253,fit
HA-01254,test
HA-01255,test
HA-01256,test
HA-01257,test
HA-01258,test
HA-01259,test
HA-01260,val
HA-01261,fit
HA-01262,fit
HA-01263,val
HA-01264,test
HA-01265,fit
HA-01266,test
HA-01267,test
HA-01268,fit
HA-01269,test
HA-01270,test
HA-01271,test
HA-01272,fit
HA-01273,test
HA-01274,fit
HA-01275,test
HA-01276,test
HA-01277,test
HA-01278,fit
HA-01279,test
HA-01280,test
HA-01281,test
HA-01282,test
HA-01283,test
HA-01284,val
HA-01285,fit
HA-01286,test
HA-01287,fit
HA-01288,test
HA-01289,test
HA-01290,val
HA-01291,test
HA-01292,test
HA-01293,test
HA-01294,test
HA-01295,test
HA-01296,test
HA-01297,fit
HA-01298,fit
HA-01299,val
HA-01300,fit
HA-01301,fit
HA-01302,fit
HA-01303,test
HA-01304,test
HA-01305,fit
HA-01306,val
HA-01307,fit
HA-01308,fit
HA-01309,test
HA-01310,test
HA-01311,val
HA-01312,test
HA-01313,fit
HA-01314,test
HA-01315,test
HA-01316,test
HA-01317,test
HA-01318,fit
HA-01319,test
HA-01320,test
HA-01321,fit
HA-01322,fit
HA-01323,test
HA-01324,fit
HA-01325,test
HA-01326,fit
HA-01327,val
HA-01328,fit
HA-01329,fit
HA-01330,test
HA-01331,fit
HA-01332,test
HA-01333,test
HA-01334,test
HA-01335,fit
HA-01336,fit
HA-01337,test
HA-01338,test
HA-01339,test
HA-01340,val
HA-01341,fit
HA-01342,fit
HA-01343,test
HA-01344,fit
HA-01345,fit
HA-01346,test
HA-01347,fit
HA-01348,val
HA-01349,fit
HA-01350,test
HA-01351,fit
HA-01352,val
HA-01353,fit
HA-01354,fit
HA-01355,test
HA-01356,fit
HA-01357,fit
HA-01358,fit
HA-01359,test
HA-01360,test
HA-01361,fit
HA-01362,test
HA-01363,fit
HA-01364,test
HA-01365,val
HA-01366,val
HA-01367,fit
HA-01368,test
HA-01369,fit
HA-01370,test
HA-01371,test
HA-01372,val
HA-01373,test
HA-01374,fit
HA-01375,fit
HA-01376,test
HA-01377,test
HA-01378,fit
HA-01379,test
HA-01380,fit
HA-01381,test
HA-01382,test
HA-01383,test
HA-01384,test
HA-01385,fit
HA-01386,fit
HA-01387,fit
HA-01388,test
HA-01389,fit
HA-01390,fit
HA-01391,fit
HA-01392,test
HA-01393,fit
HA-01394,fit
HA-01395,test
HA-01396,fit
HA-01397,val
HA-01398,test
HA-01399,fit
HA-01400,test
HA-01401,fit
HA-01402,test
HA-01403,val
HA-01404,fit
HA-01405,test
HA-01406,test
HA-01407,test
HA-01408,fit
HA-01409,test
HA-01410,test
HA-01411,val
HA-01412,test
HA-01413,fit
HA-01414,val
HA-01415,fit
HA-01416,test
HA-01417,test
HA-01418,test
HA-01419,test
HA-01420,fit
HA-01421,test
HA-01422,test
HA-01423,fit
HA-01424,fit
HA-01425,fit
HA-01426,val
HA-01427,test
HA-01428,val
HA-01429,test
HA-01430,test
HA-01431,fit
HA-01432,test
HA-01433,fit
HA-01434,fit
HA-01435,test
HA-01436,test
HA-01437,test
HA-01438,test
HA-01439,test
HA-01440,fit
HA-01441,fit
HA-01442,fit
HA-01443,fit
HA-01444,fit
HA-01445,fit
HA-01446,fit
HA-01447,fit
HA-01448,test
HA-01449,test
HA-01450,test
HA-01451,fit
HA-01452,val
HA-01453,test
HA-01454,fit
HA-01455,val
HA-01456,fit
HA-01457,fit
HA-01458,test
HA-01459,fit
HA-01460,test
HA-01461,fit
HA-01462,val
HA-01463,fit
HA-01464,fit
HA-01465,val
HA-01466,test
HA-01467,test
HA-01468,test
HA-01469,fit
HA-01470,fit
HA-01471,test
HA-01472,fit
HA-01473,fit
HA-01474,test
HA-01475,fit
HA-01476,fit
HA-01477,test
HA-01478,fit
HA-01479,fit
HA-01480,fit
HA-01481,test
HA-01482,test
HA-01483,fit
HA-01484,test
HA-01485,test
HA-01486,test
HA-01487,val
HA-01488,fit
HA-01489,test
HA-01490,fit
HA-01491,test
HA-01492,test
HA-01493,fit
HA-01494,val
HA-01495,fit
HA-01496,test
HA-01497,test
HA-01498,fit
HA-01499,test
HA-01500,fit
HA-01501,fit
HA-01502,test
HA-01503,test
HA-01504,fit
HA-01505,test
HA-01506,test
HA-01507,fit
HA-01508,test
HA-01509,fit
HA-01510,val
HA-01511,test
HA-01512,fit
HA-01513,test
HA-01514,test
HA-01515,fit
HA-01516,test
HA-01517,test
HA-01518,test
HA-01519,test
HA-01520,fit
HA-01521,fit
HA-01522,test
HA-01523,fit
HA-01524,test
HA-01525,test
HA-01526,test
HA-01527,test
HA-01528,test
HA-01529,test
HA-01530,test
HA-01531,fit
HA-01532,fit
HA-01533,test
HA-01534,fit
HA-01535,fit
HA-01536,val
HA-01537,test
HA-01538,fit
HA-01539,fit
HA-01540,fit
HA-01541,test
HA-01542,test
HA-01543,fit
HA-01544,test
HA-01545,fit
HA-01546,test
HA-01547,test
HA-01548,test
HA-01549,fit
HA-01550,fit
HA-01551,fit
HA-01552,test
HA-01553,fit
HA-01554,fit
HA-01555,test
HA-01556,val
HA-01557,val
HA-01558,test
HA-01559,test
HA-01560,val
HA-01561,test
HA-01562,fit
HA-01563,test
HA-01564,fit
HA-01565,test
HA-01566,test
HA-01567,test
HA-01568,fit
HA-01569,fit
HA-01570,test
HA-01571,fit
HA-01572,test
HA-01573,fit
HA-01574,val
HA-01575,fit
HA-01576,fit
HA-01577,test
HA-01578,fit
HA-01579,fit
HA-01580,test
HA-01581,test
HA-01582,fit
HA-01583,fit
HA-01584,fit
HA-01585,test
HA-01586,test
HA-01587,test
HA-01588,test
HA-01589,val
HA-01590,test
HA-01591,test
HA-01592,fit
HA-01593,test
HA-01594,test
HA-01595,test
HA-01596,fit
HA-01597,test
HA-01598,test
HA-01599,val
HA-01600,fit
HA-01601,val
HA-01602,test
HA-01603,fit
HA-01604,fit
HA-01605,test
HA-01606,test
HA-01607,test
HA-01608,test
HA-01609,fit
HA-01610,fit
HA-01611,test
HA-01612,fit
HA-01613,fit
HA-01614,test
HA-01615,fit
HA-01616,test
HA-01617,test
HA-01618,test
HA-01619,test
HA-01620,fit
HA-01621,fit
HA-01622,val
HA-01623,test
HA-01624,val
HA-01625,test
HA-01626,fit
HA-01627,test
HA-01628,test
HA-01629,fit
HA-01630,fit
HA-01631,fit
HA-01632,test
HA-01633,test
HA-01634,fit
HA-01635,test
HA-01636,fit
HA-01637,val
HA-01638,fit
HA-01639,fit
HA-01640,fit
HA-01641,test
HA-01642,fit
HA-01643,fit
HA-01644,fit
HA-01645,fit
HA-01646,test
HA-01647,fit
HA-01648,fit
HA-01649,fit
HA-01650,fit
HA-01651,fit
HA-01652,fit
HA-01653,fit
HA-01654,test
HA-01655,fit
HA-01656,fit
HA-01657,test
HA-01658,fit
HA-01659,fit
HA-01660,val
HA-01661,fit
HA-01662,test
HA-01663,fit
