record_id,split
HA-00346,test
HA-00347,test
HA-00348,test
HA-00349,test
HA-00350,test
HA-00351,test
HA-00352,test
HA-00353,test
HA-00354,test
HA-00355,val
HA-00356,fit
HA-00357,test
HA-00358,test
HA-00359,fit
HA-00360,test
HA-00361,test
HA-00362,fit
HA-00363,fit
HA-00364,test
HA-00365,val
HA-00366,test
HA-00367,test
HA-00368,fit
HA-00369,fit
HA-00370,test
HA-00371,fit
HA-00372,test
HA-00373,fit
HA-00374,fit
HA-00375,fit
HA-00376,fit
HA-00377,val
HA-00378,fit
HA-00379,fit
HA-00380,test
HA-00381,test
HA-00382,test
HA-00383,test
HA-00384,fit
HA-00385,fit
HA-00386,fit
HA-00387,val
HA-00388,test
HA-00389,test
HA-00390,fit
HA-00391,fit
HA-00392,test
HA-00393,test
HA-00394,fit
HA-00395,fit
HA-00396,fit
HA-00397,fit
HA-00398,test
HA-00399,test
HA-00400,test
HA-00401,fit
HA-00402,test
HA-00403,fit
HA-00404,fit
HA-00405,fit
HA-00406,test
HA-00407,fit
HA-00408,fit
HA-00409,fit
HA-00410,fit
HA-00411,fit
HA-00412,test
HA-00413,fit
HA-00414,fit
HA-00415,fit
HA-00416,test
HA-00417,test
HA-00418,test
HA-00419,test
HA-00420,test
HA-00421,test
HA-00422,test
HA-00423,fit
HA-00424,fit
HA-00425,fit
HA-00426,fit
HA-00427,test
HA-00428,test
HA-00429,test
HA-00430,test
HA-00431,fit
HA-00432,fit
HA-00433,fit
HA-00434,val
HA-00435,fit
HA-00436,test
HA-00437,fit
HA-00438,test
HA-00439,test
HA-00440,test
HA-00441,fit
HA-00442,test
HA-00443,fit
HA-00444,val
HA-00445,test
HA-00446,fit
HA-00447,test
HA-00448,test
HA-00449,val
HA-00450,test
HA-00451,fit
HA-00452,test
HA-00453,val
HA-00454,test
HA-00455,test
HA-00456,fit
HA-00457,fit
HA-00458,fit
HA-00459,fit
HA-00460,fit
HA-00461,val
HA-00462,test
HA-00463,test
HA-00464,test
HA-00465,test
HA-00466,test
HA-00467,fit
HA-00468,test
HA-00469,test
HA-00470,test
HA-00471,test
HA-00472,fit
HA-00473,fit
HA-00474,test
HA-00475,fit
HA-00476,fit
HA-00477,test
HA-00478,fit
HA-00479,test
HA-00480,test
HA-00481,test
HA-00482,fit
HA-00483,fit
HA-00484,test
HA-00485,fit
HA-00486,fit
HA-00487,test
HA-00488,test
HA-00489,test
HA-00490,test
HA-00491,fit
HA-00492,test
HA-00493,fit
HA-00494,fit
HA-00495,fit
HA-00496,fit
HA-00497,test
HA-00498,fit
HA-00499,val
HA-00500,fit
HA-00501,test
HA-00502,test
HA-00503,fit
HA-00504,test
HA-00505,fit
HA-00506,test
HA-00507,fit
HA-00508,fit
HA-00509,test
HA-00510,test
HA-00511,val
HA-00512,fit
HA-00513,fit
HA-00514,test
HA-00515,fit
HA-00516,test
HA-00517,fit
HA-00518,fit
HA-00519,test
HA-00520,val
HA-00521,fit
HA-00522,fit
HA-00523,fit
HA-00524,fit
HA-00525,fit
HA-00526,test
HA-00527,fit
HA-00528,val
HA-00529,test
HA-00530,test
HA-00531,test
HA-00532,val
HA-00533,test
HA-00534,test
HA-00535,val
HA-00536,fit
HA-00537,test
HA-00538,test
HA-00539,fit
HA-00540,fit
HA-00541,test
HA-00542,fit
HA-00543,test
HA-00544,fit
HA-00545,fit
HA-00546,fit
HA-00547,test
HA-00548,test
HA-00549,fit
HA-00550,test
HA-00551,fit
HA-00552,test
HA-00553,val
HA-00554,test
HA-00555,test
HA-00556,test
HA-00557,fit
HA-00558,fit
HA-00559,test
HA-00560,val
HA-00561,fit
HA-00562,test
HA-00563,fit
HA-00564,fit
HA-00565,fit
HA-00566,val
HA-00567,fit
HA-00568,fit
HA-00569,fit
HA-00570,test
HA-00571,fit
HA-00572,test
HA-00573,fit
HA-00574,fit
HA-00575,val
HA-00576,test
HA-00577,val
HA-00578,fit
HA-00579,test
HA-00580,test
HA-00581,test
HA-00582,fit
HA-00583,test
HA-00584,fit
HA-00585,fit
HA-00586,test
HA-00587,fit
HA-00588,test
HA-00589,fit
HA-00590,test
HA-00591,fit
HA-00592,fit
HA-00593,test
HA-00594,fit
HA-00595,val
HA-00596,test
HA-00597,fit
HA-00598,fit
HA-00599,test
HA-00600,val
HA-00601,test
HA-00602,test
HA-00603,fit
HA-00604,fit
HA-00605,fit
HA-00606,fit
HA-00607,test
HA-00608,fit
HA-00609,fit
HA-00610,fit
HA-00611,test
HA-00612,fit
HA-00613,fit
HA-00614,fit
HA-00615,fit
HA-00616,test
HA-00617,val
HA-00618,fit
HA-00619,test
HA-00620,test
HA-00621,fit
HA-00622,fit
HA-00623,test
HA-00624,fit
HA-00625,fit
HA-00626,test
HA-00627,fit
HA-00628,test
HA-00629,test
HA-00630,fit
HA-00631,fit
HA-00632,fit
HA-00633,test
HA-00634,test
HA-00635,fit
HA-00636,test
HA-00637,fit
HA-00638,test
HA-00639,fit
HA-00640,fit
HA-00641,test
HA-00642,test
HA-00643,test
HA-00644,fit
HA-00645,test
HA-00646,test
HA-00647,val
HA-00648,fit
HA-00649,fit
HA-00650,fit
HA-00651,test
HA-00652,test
HA-00653,fit
HA-00654,test
HA-00655,fit
HA-00656,fit
HA-00657,test
HA-00658,fit
HA-00659,fit
HA-00660,test
HA-00661,fit
HA-00662,fit
HA-00663,test
HA-00664,test
HA-00665,test
HA-00666,fit
HA-00667,test
HA-00668,test
HA-00669,test
HA-00670,val
HA-00671,fit
HA-00672,val
HA-00673,test
HA-00674,val
HA-00675,test
HA-00676,fit
HA-00677,test
HA-00678,test
HA-00679,fit
HA-00680,fit
HA-00681,fit
HA-00682,test
HA-00683,test
HA-00684,test
HA-00685,fit
HA-00686,val
HA-00687,test
HA-00688,test
HA-00689,test
HA-00690,test
HA-00691,fit
HA-00692,fit
HA-00693,test
HA-00694,fit
HA-00695,test
HA-00696,fit
HA-00697,test
HA-00698,fit
HA-00699,test
HA-00700,test
HA-00701,test
HA-00702,test
HA-00703,fit
HA-00704,val
HA-00705,fit
HA-00706,test
HA-00707,test
HA-00708,test
HA-00709,test
HA-00710,val
HA-00711,test
HA-00712,test
HA-00713,test
HA-00714,test
HA-00715,test
HA-00716,fit
HA-00717,test
HA-00718,test
HA-00719,test
HA-00720,test
HA-00721,fit
HA-00722,test
HA-00723,fit
HA-00724,fit
HA-00725,test
HA-00726,fit
HA-00727,fit
HA-00728,test
HA-00729,val
HA-00730,fit
HA-00731,test
HA-00732,test
HA-00733,fit
HA-00734,test
HA-00735,val
HA-00736,test
HA-00737,test
HA-00738,fit
HA-00739,test
HA-00740,test
HA-00741,val
HA-00742,test
HA-00743,test
HA-00744,fit
HA-00745,test
HA-00746,fit
HA-00747,fit
HA-00748,test
HA-00749,fit
HA-00750,fit
HA-00751,test
HA-00752,test
HA-00753,fit
HA-00754,fit
HA-00755,test
HA-00756,test
HA-00757,test
HA-00758,fit
HA-00759,test
HA-00760,fit
HA-00761,test
HA-00762,test
HA-00763,test
HA-00764,fit
HA-00765,test
HA-00766,val
HA-00767,fit
HA-00768,fit
HA-00769,test
HA-00770,fit
HA-00771,test
HA-00772,test
HA-00773,test
HA-00774,fit
HA-00775,val
HA-00776,fit
HA-00777,fit
HA-00778,test
HA-00779,fit
HA-00780,fit
HA-00781,test
HA-00782,test
HA-00783,fit
HA-00784,fit
HA-00785,fit
HA-00786,test
HA-00787,val
HA-00788,fit
HA-00789,test
HA-00790,val
HA-00791,fit
HA-00792,fit
HA-00793,test
HA-00794,fit
HA-00795,test
HA-00796,test
HA-00797,fit
HA-00798,fit
HA-00799,test
HA-00800,fit
HA-00801,fit
HA-00802,fit
HA-00803,fit
HA-00804,fit
HA-00805,test
HA-00806,test
HA-00807,fit
HA-00808,fit
HA-00809,test
HA-00810,test
HA-00811,fit
HA-00812,fit
HA-00813,test
HA-00814,fit
HA-00815,fit
HA-00816,test
HA-00817,test
HA-00818,fit
HA-00819,fit
HA-00820,fit
HA-00821,test
HA-00822,test
HA-00823,test
HA-00824,fit
HA-00825,fit
HA-00826,val
HA-00827,fit
HA-00828,fit
HA-00829,fit
HA-00830,val
HA-00831,test
HA-00832,test
HA-00833,test
HA-00834,val
HA-00835,test
HA-00836,test
HA-00837,test
HA-00838,test
HA-00839,test
HA-00840,test
HA-00841,fit
HA-00842,fit
HA-00843,fit
HA-00844,test
HA-00845,fit
HA-00846,val
HA-00847,fit
HA-00848,fit
HA-00849,fit
HA-00850,test
HA-00851,test
HA-00852,fit
HA-00853,test
HA-00854,test
HA-00855,test
HA-00856,fit
HA-00857,fit
HA-00858,test
HA-00859,test
HA-00860,fit
HA-00861,fit
HA-00862,test
HA-00863,fit
HA-00864,test
HA-00865,test
HA-00866,fit
HA-00867,test
HA-00868,test
HA-00869,test
HA-00870,test
HA-00871,test
HA-00872,fit
HA-00873,test
HA-00874,test
HA-00875,fit
HA-00876,fit
HA-00877,test
HA-00878,fit
HA-00879,val
HA-00880,fit
HA-00881,fit
HA-00882,test
HA-00883,val
HA-00884,test
HA-00885,test
HA-00886,test
HA-00887,fit
HA-00888,fit
HA-00889,test
HA-00890,test
HA-00891,val
HA-00892,test
HA-00893,test
HA-00894,fit
HA-00895,fit
HA-00896,fit
HA-00897,fit
HA-00898,test
HA-00899,test
HA-00900,fit
HA-00901,fit
HA-00902,fit
HA-00903,test
HA-00904,test
HA-00905,test
HA-00906,test
HA-00907,test
HA-00908,test
HA-00909,val
HA-00910,test
HA-00911,test
HA-00912,fit
HA-00913,fit
HA-00914,fit
HA-00915,test
HA-00916,test
HA-00917,fit
HA-00918,test
HA-00919,fit
HA-00920,fit
HA-00921,test
HA-00922,test
HA-00923,fit
HA-00924,fit
HA-00925,fit
HA-00926,fit
HA-00927,val
HA-00928,fit
HA-00929,test
HA-00930,val
HA-00931,fit
HA-00932,fit
HA-00933,fit
HA-00934,val
HA-00935,test
HA-00936,test
HA-00937,test
HA-00938,test
HA-00939,fit
HA-00940,test
HA-00941,test
HA-00942,fit
HA-00943,fit
HA-00944,fit
HA-00945,test
HA-00946,fit
HA-00947,test
HA-00948,fit
HA-00949,test
HA-00950,fit
HA-00951,test
HA-00952,fit
HA-00953,val
HA-00954,test
HA-00955,test
HA-00956,test
HA-00957,test
HA-00958,test
HA-00959,fit
HA-00960,fit
HA-00961,test
HA-00962,val
HA-00963,test
HA-00964,test
HA-00965,test
HA-00966,test
HA-00967,test
HA-00968,test
HA-00969,test
HA-00970,fit
HA-00971,val
HA-00972,fit
HA-00973,fit
HA-00974,test
HA-00975,test
HA-00976,val
HA-00977,fit
HA-00978,fit
HA-00979,test
HA-00980,val
HA-00981,fit
HA-00982,test
HA-00983,test
HA-00984,fit
HA-00985,val
HA-00986,test
HA-00987,fit
HA-00988,test
HA-00989,fit
HA-00990,test
HA-00991,test
HA-00992,fit
HA-00993,fit
HA-00994,val
HA-00995,test
HA-00996,test
HA-00997,val
HA-00998,fit
HA-00999,val
HA-01000,fit
HA-01001,fit
HA-01002,fit
HA-01003,test
HA-01004,fit
HA-01005,fit
HA-01006,test
HA-01007,fit
HA-01008,test
HA-01009,fit
HA-01010,test
HA-01011,fit
HA-01012,test
HA-01013,fit
HA-01014,val
HA-01015,val
HA-01016,fit
HA-01017,test
HA-01018,fit
HA-01019,test
HA-01020,fit
HA-01021,fit
HA-01022,test
HA-01023,test
HA-01024,fit
HA-01025,test
HA-01026,val
HA-01027,test
HA-01028,fit
HA-01029,fit
HA-01030,test
HA-01031,test
HA-01032,test
HA-01033,test
HA-01034,val
HA-01035,test
HA-01036,fit
HA-01037,val
HA-01038,test
HA-01039,fit
HA-01040,fit
HA-01041,test
HA-01042,fit
HA-01043,test
HA-01044,fit
HA-01045,test
HA-01046,fit
HA-01047,test
HA-01048,fit
HA-01049,test
HA-01050,fit
HA-01051,fit
HA-01052,test
HA-01053,fit
HA-01054,fit
HA-01055,fit
HA-01056,test
HA-01057,fit
HA-01058,fit
HA-01059,test
HA-01060,test
HA-01061,fit
HA-01062,fit
HA-01063,test
HA-01064,test
HA-01065,test
HA-01066,fit
HA-01067,test
HA-01068,fit
HA-01069,fit
HA-01070,test
HA-01071,test
HA-01072,test
HA-01073,test
HA-01074,fit
HA-01075,test
HA-01076,fit
HA-01077,test
HA-01078,test
HA-01079,test
HA-01080,fit
HA-01081,test
HA-01082,fit
HA-01083,test
HA-01084,fit
HA-01085,test
HA-01086,fit
HA-01087,test
HA-01088,fit
HA-01089,test
HA-01090,test
HA-01091,test
HA-01092,fit
HA-01093,test
HA-01094,test
HA-01095,fit
HA-01096,fit
HA-01097,fit
HA-01098,test
HA-01099,test
HA-01100,val
HA-01101,test
HA-01102,test
HA-01103,test
HA-01104,test
HA-01105,test
HA-01106,test
HA-01107,fit
HA-01108,fit
HA-01109,test
HA-01110,fit
HA-01111,test
HA-01112,test
HA-01113,test
HA-01114,test
HA-01115,val
HA-01116,fit
HA-01117,test
HA-01118,fit
HA-01119,test
HA-01120,val
HA-01121,val
HA-01122,fit
HA-01123,test
HA-01124,test
HA-01125,fit
HA-01126,fit
HA-01127,fit
HA-01128,fit
HA-01129,fit
HA-01130,test
HA-01131,fit
HA-01132,test
HA-01133,test
HA-01134,fit
HA-01135,fit
HA-01136,fit
HA-01137,test
HA-01138,fit
HA-01139,test
HA-01140,test
HA-01141,fit
HA-01142,test
HA-01143,test
HA-01144,test
HA-01145,test
HA-01146,fit
HA-01147,test
HA-01148,test
HA-01149,test
HA-01150,test
HA-01151,test
HA-01152,val
HA-01153,val
HA-01154,fit
HA-01155,val
HA-01156,fit
HA-01157,test
HA-01158,test
HA-01159,fit
HA-01160,test
HA-01161,fit
HA-01162,fit
HA-01163,fit
HA-01164,fit
HA-01165,test
HA-01166,test
HA-01167,test
HA-01168,fit
HA-01169,fit
HA-01170,fit
HA-01171,test
HA-01172,val
HA-01173,fit
HA-01174,fit
HA-01175,test
HA-01176,fit
HA-01177,fit
HA-01178,fit
HA-01179,val
HA-01180,test
HA-01181,test
HA-01182,fit
HA-01183,test
HA-01184,test
HA-01185,test
HA-01186,fit
HA-01187,test
HA-01188,fit
HA-01189,fit
HA-01190,test
HA-01191,test
HA-01192,test
HA-01193,fit
HA-01194,fit
HA-01195,fit
HA-01196,fit
HA-01197,val
HA-01198,fit
HA-01199,test
HA-01200,test
HA-01201,test
HA-01202,test
HA-01203,fit
HA-01204,fit
HA-01205,test
HA-01206,test
HA-01207,test
HA-01208,test
HA-01209,test
HA-01210,val
HA-01211,test
HA-01212,test
HA-01213,test
HA-01214,test
HA-01215,test
HA-01216,val
HA-01217,fit
HA-01218,test
HA-01219,test
HA-01220,test
HA-01221,fit
HA-01222,fit
HA-01223,test
HA-01224,fit
HA-01225,test
HA-01226,fit
HA-01227,test
HA-01228,fit
HA-01229,fit
HA-01230,test
HA-01231,test
HA-01232,val
HA-01233,fit
HA-01234,fit
HA-01235,fit
HA-01236,test
HA-01237,fit
HA-01238,val
HA-01239,test
HA-01240,test
HA-01241,test
HA-01242,test
HA-01243,fit
HA-01244,fit
HA-01245,test
HA-01246,fit
HA-01247,fit
HA-01248,test
HA-01249,test
HA-01250,fit
HA-01251,test
HA-01252,test
HA-01253,test
HA-01254,val
HA-01255,test
HA-01256,fit
HA-01257,test
HA-01258,test
HA-01259,fit
HA-01260,fit
HA-01261,fit
HA-01262,fit
HA-01263,test
HA-01264,test
HA-01265,fit
HA-01266,fit
HA-01267,test
HA-01268,fit
HA-01269,fit
HA-01270,test
HA-01271,fit
HA-01272,test
HA-01273,test
HA-01274,test
HA-01275,test
HA-01276,fit
HA-01277,fit
HA-01278,test
HA-01279,test
HA-01280,fit
HA-01281,test
HA-01282,fit
HA-01283,fit
HA-01284,test
HA-01285,fit
HA-01286,val
HA-01287,test
HA-01288,fit
HA-01289,fit
HA-01290,test
HA-01291,test
HA-01292,test
HA-01293,test
HA-01294,fit
HA-01295,fit
HA-01296,test
HA-01297,val
HA-01298,fit
HA-01299,test
HA-01300,test
HA-01301,val
HA-01302,fit
HA-01303,test
HA-01304,fit
HA-01305,test
HA-01306,test
HA-01307,val
HA-01308,test
HA-01309,test
HA-01310,test
HA-01311,fit
HA-01312,fit
HA-01313,fit
HA-01314,val
HA-01315,fit
HA-01316,fit
HA-01317,test
HA-01318,val
HA-01319,fit
HA-01320,test
HA-01321,val
HA-01322,fit
HA-01323,fit
HA-01324,test
HA-01325,fit
HA-01326,test
HA-01327,fit
HA-01328,test
HA-01329,test
HA-01330,test
HA-01331,test
HA-01332,test
HA-01333,fit
HA-01334,fit
HA-01335,test
HA-01336,fit
HA-01337,test
HA-01338,fit
HA-01339,fit
HA-01340,fit
HA-01341,fit
HA-01342,fit
HA-01343,test
HA-01344,fit
HA-01345,test
HA-01346,test
HA-01347,test
HA-01348,fit
HA-01349,fit
HA-01350,test
HA-01351,test
HA-01352,fit
HA-01353,fit
HA-01354,test
HA-01355,test
HA-01356,test
HA-01357,test
HA-01358,fit
HA-01359,fit
HA-01360,test
HA-01361,test
HA-01362,test
HA-01363,fit
HA-01364,test
HA-01365,test
HA-01366,test
HA-01367,test
HA-01368,fit
HA-01369,fit
HA-01370,test
HA-01371,fit
HA-01372,test
HA-01373,fit
HA-01374,test
HA-01375,fit
HA-01376,fit
HA-01377,fit
HA-01378,fit
HA-01379,fit
HA-01380,val
HA-01381,test
HA-01382,fit
HA-01383,fit
HA-01384,fit
HA-01385,fit
HA-01386,test
HA-01387,test
HA-01388,test
HA-01389,val
HA-01390,fit
HA-01391,test
HA-01392,val
HA-01393,test
HA-01394,fit
HA-01395,test
HA-01396,test
HA-01397,test
HA-01398,fit
HA-01399,val
HA-01400,fit
HA-01401,test
HA-01402,test
HA-01403,test
HA-01404,val
HA-01405,test
HA-01406,test
HA-01407,test
HA-01408,test
HA-01409,test
HA-01410,fit
HA-01411,test
HA-01412,test
HA-01413,test
HA-01414,fit
HA-01415,fit
HA-01416,test
HA-01417,test
HA-01418,test
HA-01419,val
HA-01420,fit
HA-01421,test
HA-01422,fit
HA-01423,test
HA-01424,val
HA-01425,fit
HA-01426,test
HA-01427,test
HA-01428,test
HA-01429,test
HA-01430,fit
HA-01431,test
HA-01432,test
HA-01433,test
HA-01434,test
HA-01435,fit
HA-01436,val
HA-01437,fit
HA-01438,test
HA-01439,fit
HA-01440,test
HA-01441,fit
HA-01442,fit
HA-01443,fit
HA-01444,fit
HA-01445,fit
HA-01446,val
HA-01447,test
HA-01448,val
HA-01449,fit
HA-01450,val
HA-01451,test
HA-01452,fit
HA-01453,test
HA-01454,val
HA-01455,val
HA-01456,test
HA-01457,val
HA-01458,test
HA-01459,fit
HA-01460,test
HA-01461,fit
HA-01462,test
HA-01463,fit
HA-01464,fit
HA-01465,test
HA-01466,val
HA-01467,fit
HA-01468,fit
HA-01469,test
HA-01470,test
HA-01471,fit
HA-01472,fit
HA-01473,fit
HA-01474,val
HA-01475,fit
HA-01476,fit
HA-01477,fit
HA-01478,test
HA-01479,test
HA-01480,test
HA-01481,test
HA-01482,val
HA-01483,val
HA-01484,test
HA-01485,fit
HA-01486,test
HA-01487,fit
HA-01488,fit
HA-01489,fit
HA-01490,test
HA-01491,fit
HA-01492,test
HA-01493,fit
HA-01494,test
HA-01495,test
HA-01496,test
HA-01497,val
HA-01498,fit
HA-01499,fit
HA-01500,fit
HA-01501,fit
HA-01502,fit
HA-01503,test
HA-01504,test
HA-01505,fit
HA-01506,test
HA-01507,test
HA-01508,fit
HA-01509,fit
HA-01510,test
HA-01511,test
HA-01512,fit
HA-01513,test
HA-01514,fit
HA-01515,fit
HA-01516,test
HA-01517,test
HA-01518,test
HA-01519,test
HA-01520,test
HA-01521,test
HA-01522,test
HA-01523,fit
HA-01524,test
HA-01525,test
HA-01526,test
HA-01527,val
HA-01528,test
HA-01529,fit
HA-01530,val
HA-01531,fit
HA-01532,test
HA-01533,test
HA-01534,test
HA-01535,test
HA-01536,test
HA-01537,fit
HA-01538,test
HA-01539,test
HA-01540,test
HA-01541,fit
HA-01542,fit
HA-01543,fit
HA-01544,test
HA-01545,fit
HA-01546,test
HA-01547,test
HA-01548,fit
HA-01549,val
HA-01550,val
HA-01551,test
HA-01552,fit
HA-01553,fit
HA-01554,val
HA-01555,fit
HA-01556,test
HA-01557,test
HA-01558,fit
HA-01559,fit
HA-01560,test
HA-01561,fit
HA-01562,fit
HA-01563,test
HA-01564,test
HA-01565,fit
HA-01566,val
HA-01567,val
HA-01568,fit
HA-01569,test
HA-01570,fit
HA-01571,test
HA-01572,fit
HA-01573,test
HA-01574,fit
HA-01575,test
HA-01576,fit
HA-01577,fit
HA-01578,fit
HA-01579,test
HA-01580,test
HA-01581,fit
HA-01582,fit
HA-01583,fit
HA-01584,test
HA-01585,test
HA-01586,test
HA-01587,test
HA-01588,val
HA-01589,test
HA-01590,test
HA-01591,test
HA-01592,test
HA-01593,fit
HA-01594,test
HA-01595,test
HA-01596,test
HA-01597,test
HA-01598,fit
HA-01599,test
HA-01600,fit
HA-01601,test
HA-01602,fit
HA-01603,test
HA-01604,fit
HA-01605,fit
HA-01606,val
HA-01607,fit
HA-01608,val
HA-01609,fit
HA-01610,test
HA-01611,fit
HA-01612,fit
HA-01613,test
HA-01614,test
HA-01615,fit
HA-01616,fit
HA-01617,fit
HA-01618,fit
HA-01619,test
HA-01620,fit
HA-01621,test
HA-01622,val
HA-01623,fit
HA-01624,test
HA-01625,test
HA-01626,fit
HA-01627,test
HA-01628,val
HA-01629,fit
HA-01630,fit
HA-01631,fit
HA-01632,test
HA-01633,fit
HA-01634,fit
HA-01635,test
HA-01636,fit
HA-01637,fit
HA-01638,val
HA-01639,fit
HA-01640,test
HA-01641,fit
HA-01642,fit
HA-01643,fit
HA-01644,test
HA-01645,test
HA-01646,val
HA-01647,test
HA-01648,fit
HA-01649,fit
HA-01650,test
HA-01651,fit
HA-01652,test
HA-01653,test
HA-01654,fit
HA-01655,test
HA-01656,fit
HA-01657,test
HA-01658,test
HA-01659,test
HA-01660,fit
