target,attack,threat_model,auc,auc_lo,auc_hi,balanced_accuracy_optimistic,empirical_epsilon,n_eval,fpr_resolution_floor,tpr_at_fpr_0.001,tpr_at_fpr_0.01,tpr_at_fpr_0.1,tpr_at_fpr_0.01_lo,tpr_at_fpr_0.01_hi,seed,target_test_auc,theoretical_epsilon,bayes_ceiling
Non-private (tuned),class_calibrated_loss,label_aware,0.5009468055555556,0.48529526736111117,0.5161418402777777,0.5069583333333334,0.0,5400,0.0003333333333333333,0.0025,0.01125,0.09833333333333333,0.0054062500000000005,0.016666666666666666,2,0.7822856111924219,inf,0.79021529498665
Non-private (tuned),learned_ensemble,label_aware,0.5056434027777779,0.4915929392361111,0.5214403454861111,0.5121666666666667,0.0,5400,0.0003333333333333333,0.0004166666666666667,0.0125,0.10666666666666667,0.00625,0.020833333333333332,2,0.7822856111924219,inf,0.79021529498665
Non-private (tuned),lira,label_aware,0.5085298611111111,0.4929708194444445,0.5232180729166667,0.5146666666666667,0.0,5400,0.0003333333333333333,0.0004166666666666667,0.00875,0.1075,0.004583333333333333,0.01459374999999999,2,0.7822856111924219,inf,0.79021529498665
DP eps=8,confidence,label_agnostic,0.5009962499999999,0.4862924201388889,0.5155555104166667,0.51,0.0,5400,0.0003333333333333333,0.0025,0.011666666666666667,0.0975,0.0054062500000000005,0.017083333333333332,2,0.7777473128568851,7.994634344760099,0.79021529498665
DP eps=8,neg_entropy,label_agnostic,0.5009962499999999,0.48557760243055553,0.5171404791666666,0.51,0.0,5400,0.0003333333333333333,0.0025,0.011666666666666667,0.0975,0.004583333333333333,0.015843749999999993,2,0.7777473128568851,7.994634344760099,0.79021529498665
DP eps=8,yeom_neg_loss,label_aware,0.49931256944444447,0.4831263350694444,0.514034045138889,0.5062083333333334,0.0,5400,0.0003333333333333333,0.0025,0.010833333333333334,0.09875,0.005416666666666667,0.015427083333333324,2,0.7777473128568851,7.994634344760099,0.79021529498665
DP eps=8,modified_entropy,label_aware,0.49931368055555553,0.48408723784722224,0.5175019357638888,0.5062083333333334,0.0,5400,0.0003333333333333333,0.0025,0.010833333333333334,0.09875,0.005416666666666667,0.015427083333333324,2,0.7777473128568851,7.994634344760099,0.79021529498665
DP eps=8,class_calibrated_loss,label_aware,0.49941048611111116,0.48471343576388887,0.5156360694444444,0.5071666666666667,0.0,5400,0.0003333333333333333,0.0025,0.009583333333333333,0.10416666666666667,0.005833333333333334,0.015,2,0.7777473128568851,7.994634344760099,0.79021529498665
DP eps=8,learned_ensemble,label_aware,0.5026522222222222,0.4867602552083333,0.5176197465277778,0.5085416666666667,0.0,5400,0.0003333333333333333,0.0,0.009166666666666667,0.10791666666666666,0.005,0.01625,2,0.7777473128568851,7.994634344760099,0.79021529498665
DP eps=3,confidence,label_agnostic,0.5023833333333334,0.48645141493055555,0.5166466684027777,0.5088333333333334,0.0,5400,0.0003333333333333333,0.0020833333333333333,0.009166666666666667,0.09125,0.005,0.014166666666666666,2,0.7769094056726535,2.991546364891058,0.79021529498665
DP eps=3,neg_entropy,label_agnostic,0.5023833333333334,0.48847733506944446,0.5182756753472222,0.5088333333333334,0.0,5400,0.0003333333333333333,0.0020833333333333333,0.009166666666666667,0.09125,0.004989583333333334,0.01459374999999999,2,0.7769094056726535,2.991546364891058,0.79021529498665
DP eps=3,yeom_neg_loss,label_aware,0.4998781944444445,0.4863738159722222,0.5156557378472223,0.5054583333333333,0.0,5400,0.0003333333333333333,0.0020833333333333333,0.00875,0.09208333333333334,0.005,0.015416666666666667,2,0.7769094056726535,2.991546364891058,0.79021529498665
DP eps=3,modified_entropy,label_aware,0.49987763888888886,0.4831575364583333,0.5148441475694444,0.5054583333333333,0.0,5400,0.0003333333333333333,0.0020833333333333333,0.00875,0.09208333333333334,0.004583333333333333,0.014583333333333334,2,0.7769094056726535,2.991546364891058,0.79021529498665
DP eps=3,class_calibrated_loss,label_aware,0.4981495138888889,0.4830059791666667,0.5125868125,0.5042916666666666,0.0,5400,0.0003333333333333333,0.0008333333333333334,0.010416666666666666,0.10375,0.005416666666666667,0.016677083333333325,2,0.7769094056726535,2.991546364891058,0.79021529498665
DP eps=3,learned_ensemble,label_aware,0.48539041666666666,0.4705982413194445,0.5011485173611111,0.5027916666666666,0.0,5400,0.0003333333333333333,0.0,0.00875,0.09166666666666666,0.004583333333333333,0.01625,2,0.7769094056726535,2.991546364891058,0.79021529498665
DP eps=1,confidence,label_agnostic,0.5014563888888889,0.4862430902777778,0.5171954826388888,0.5055833333333334,0.0,5400,0.0003333333333333333,0.0025,0.008333333333333333,0.0975,0.004166666666666667,0.012916666666666667,2,0.7681922646031923,0.9943153107007144,0.79021529498665
DP eps=1,neg_entropy,label_agnostic,0.5014563888888889,0.48696010416666663,0.5163474687499999,0.5055833333333334,0.0,5400,0.0003333333333333333,0.0025,0.008333333333333333,0.0975,0.004166666666666667,0.012927083333333323,2,0.7681922646031923,0.9943153107007144,0.79021529498665
DP eps=1,yeom_neg_loss,label_aware,0.49943493055555555,0.4835773923611111,0.515332173611111,0.5045416666666667,0.0,5400,0.0003333333333333333,0.0025,0.0075,0.10208333333333333,0.003739583333333334,0.0125,2,0.7681922646031923,0.9943153107007144,0.79021529498665
DP eps=1,modified_entropy,label_aware,0.49943486111111113,0.4840926597222222,0.5126666319444445,0.5045416666666667,0.0,5400,0.0003333333333333333,0.0025,0.0075,0.10208333333333333,0.00375,0.012083333333333333,2,0.7681922646031923,0.9943153107007144,0.79021529498665
DP eps=1,class_calibrated_loss,label_aware,0.4984796527777778,0.4820261267361111,0.513934482638889,0.5049166666666667,0.0,5400,0.0003333333333333333,0.0033333333333333335,0.009583333333333333,0.10125,0.005833333333333334,0.015010416666666656,2,0.7681922646031923,0.9943153107007144,0.79021529498665
DP eps=1,learned_ensemble,label_aware,0.48037048611111116,0.46696362326388896,0.4980205329861111,0.5021666666666667,0.0,5400,0.0003333333333333333,0.0004166666666666667,0.009583333333333333,0.09541666666666666,0.005833333333333334,0.015833333333333335,2,0.7681922646031923,0.9943153107007144,0.79021529498665
DP eps=0.5,confidence,label_agnostic,0.5006858333333333,0.4849875104166667,0.5170991215277777,0.5076666666666667,0.0,5400,0.0003333333333333333,0.0016666666666666668,0.010416666666666666,0.09333333333333334,0.004989583333333334,0.019177083333333324,2,0.7459164363061673,0.4985418933224649,0.79021529498665
DP eps=0.5,neg_entropy,label_agnostic,0.5006858333333333,0.4860314375,0.5166991458333333,0.5076666666666667,0.0,5400,0.0003333333333333333,0.0016666666666666668,0.010416666666666666,0.09333333333333334,0.005,0.019166666666666665,2,0.7459164363061673,0.4985418933224649,0.79021529498665
DP eps=0.5,yeom_neg_loss,label_aware,0.4987300694444445,0.4820844704861111,0.5139196197916667,0.5053333333333334,0.0,5400,0.0003333333333333333,0.0016666666666666668,0.011666666666666667,0.09625,0.004166666666666667,0.017927083333333326,2,0.7459164363061673,0.4985418933224649,0.79021529498665
DP eps=0.5,modified_entropy,label_aware,0.4987302777777778,0.4849191701388889,0.5140050104166667,0.5053333333333334,0.0,5400,0.0003333333333333333,0.0016666666666666668,0.011666666666666667,0.09625,0.004583333333333333,0.017916666666666668,2,0.7459164363061673,0.4985418933224649,0.79021529498665
DP eps=0.5,class_calibrated_loss,label_aware,0.5007999305555556,0.4853059010416667,0.5169098315972223,0.5059166666666667,0.0,5400,0.0003333333333333333,0.00375,0.007916666666666667,0.09708333333333333,0.005,0.013333333333333334,2,0.7459164363061673,0.4985418933224649,0.79021529498665
DP eps=0.5,learned_ensemble,label_aware,0.48358861111111107,0.46879640798611116,0.49897948437499995,0.5027916666666666,0.0,5400,0.0003333333333333333,0.004583333333333333,0.01375,0.09416666666666666,0.007083333333333333,0.020416666666666666,2,0.7459164363061673,0.4985418933224649,0.79021529498665
